direction,entry_type,exit_type,entry_dt,entry_px,exit_dt,exit_px,pnl
SHORT,SELL_A,OPP_SIGNAL,2024-05-14 16:00:00+00:00,61573,2024-05-15 18:00:00+00:00,65573,-412.3573
LONG,BUY_B,OPP_SIGNAL,2024-05-15 18:00:00+00:00,65573,2024-05-18 12:00:00+00:00,66973,127.3727
SHORT,SELL_A,OPP_SIGNAL,2024-05-18 12:00:00+00:00,66973,2024-05-20 22:00:00+00:00,69973,-312.8473
LONG,BUY_B,OPP_SIGNAL,2024-05-20 22:00:00+00:00,69973,2024-05-22 06:00:00+00:00,69773,-32.9873
SHORT,SELL_A,OPP_SIGNAL,2024-05-22 06:00:00+00:00,69773,2024-05-22 08:00:00+00:00,69973,-32.9873
LONG,BUY_A,OPP_SIGNAL,2024-05-22 08:00:00+00:00,69973,2024-05-22 16:00:00+00:00,70173,6.992700000000001
SHORT,SELL_A,OPP_SIGNAL,2024-05-22 16:00:00+00:00,70173,2024-05-24 14:00:00+00:00,67373,267.1227
LONG,BUY_A,OPP_SIGNAL,2024-05-24 14:00:00+00:00,67373,2024-05-26 14:00:00+00:00,68973,147.1827
SHORT,SELL_A,OPP_SIGNAL,2024-05-26 14:00:00+00:00,68973,2024-05-27 14:00:00+00:00,68973,-12.897300000000001
LONG,BUY_A,OPP_SIGNAL,2024-05-27 14:00:00+00:00,68973,2024-05-28 00:00:00+00:00,69373,27.0827
SHORT,SELL_A,OPP_SIGNAL,2024-05-28 00:00:00+00:00,69373,2024-05-28 14:00:00+00:00,68173,107.12270000000001
LONG,BUY_A,OPP_SIGNAL,2024-05-28 14:00:00+00:00,68173,2024-05-31 14:00:00+00:00,67973,-32.807300000000005
SHORT,SELL_A,OPP_SIGNAL,2024-05-31 14:00:00+00:00,67973,2024-06-01 16:00:00+00:00,67773,7.2127
LONG,BUY_A,OPP_SIGNAL,2024-06-01 16:00:00+00:00,67773,2024-06-05 18:00:00+00:00,71373,347.0427
SHORT,SELL_A,OPP_SIGNAL,2024-06-05 18:00:00+00:00,71373,2024-06-12 10:00:00+00:00,67773,347.0427
LONG,BUY_A,OPP_SIGNAL,2024-06-12 10:00:00+00:00,67773,2024-06-13 02:00:00+00:00,67773,-12.7773
SHORT,SELL_A,OPP_SIGNAL,2024-06-13 02:00:00+00:00,67773,2024-06-16 08:00:00+00:00,66373,127.29269999999998
LONG,BUY_A,OPP_SIGNAL,2024-06-16 08:00:00+00:00,66373,2024-06-20 12:00:00+00:00,65373,-112.5873
SHORT,SELL_A,OPP_SIGNAL,2024-06-20 12:00:00+00:00,65373,2024-06-25 02:00:00+00:00,60573,467.7027
LONG,BUY_A,OPP_SIGNAL,2024-06-25 02:00:00+00:00,60573,2024-06-26 04:00:00+00:00,61573,87.8927
SHORT,SELL_A,OPP_SIGNAL,2024-06-26 04:00:00+00:00,61573,2024-07-04 02:00:00+00:00,58973,247.9727
LONG,BUY_A,OPP_SIGNAL,2024-07-04 02:00:00+00:00,58973,2024-07-11 02:00:00+00:00,57773,-131.8373
SHORT,SELL_A,OPP_SIGNAL,2024-07-11 02:00:00+00:00,57773,2024-07-11 04:00:00+00:00,57973,-31.7873
LONG,BUY_A,OPP_SIGNAL,2024-07-11 04:00:00+00:00,57973,2024-07-16 04:00:00+00:00,64173,607.8927
SHORT,SELL_A,OPP_SIGNAL,2024-07-16 04:00:00+00:00,64173,2024-07-19 12:00:00+00:00,64173,-12.417300000000001
LONG,BUY_A,OPP_SIGNAL,2024-07-19 12:00:00+00:00,64173,2024-07-20 20:00:00+00:00,67173,287.4327
SHORT,SELL_A,OPP_SIGNAL,2024-07-20 20:00:00+00:00,67173,2024-07-24 02:00:00+00:00,65973,107.34270000000001
LONG,BUY_A,OPP_SIGNAL,2024-07-24 02:00:00+00:00,65973,2024-07-27 00:00:00+00:00,67773,167.31269999999998
SHORT,SELL_A,OPP_SIGNAL,2024-07-27 00:00:00+00:00,67773,2024-07-28 22:00:00+00:00,68173,-52.7973
LONG,BUY_A,OPP_SIGNAL,2024-07-28 22:00:00+00:00,68173,2024-08-02 14:00:00+00:00,64573,-372.63730000000004
SHORT,SELL_A,OPP_SIGNAL,2024-08-02 14:00:00+00:00,64573,2024-08-04 08:00:00+00:00,60573,387.74269999999996
LONG,BUY_A,OPP_SIGNAL,2024-08-04 08:00:00+00:00,60573,2024-08-05 02:00:00+00:00,54373,-631.7473
SHORT,SELL_B,OPP_SIGNAL,2024-08-05 02:00:00+00:00,54373,2024-08-08 14:00:00+00:00,57973,-371.6173
LONG,BUY_B,OPP_SIGNAL,2024-08-08 14:00:00+00:00,57973,2024-08-11 12:00:00+00:00,60573,248.0727
SHORT,SELL_A,OPP_SIGNAL,2024-08-11 12:00:00+00:00,60573,2024-08-12 14:00:00+00:00,59173,128.0127
LONG,BUY_A,OPP_SIGNAL,2024-08-12 14:00:00+00:00,59173,2024-08-13 02:00:00+00:00,59173,-11.917300000000001
SHORT,SELL_A,OPP_SIGNAL,2024-08-13 02:00:00+00:00,59173,2024-08-13 12:00:00+00:00,59373,-31.9273
LONG,BUY_A,OPP_SIGNAL,2024-08-13 12:00:00+00:00,59373,2024-08-14 12:00:00+00:00,60973,147.9827
SHORT,SELL_A,OPP_SIGNAL,2024-08-14 12:00:00+00:00,60973,2024-08-16 06:00:00+00:00,58373,248.03269999999998
LONG,BUY_A,OPP_SIGNAL,2024-08-16 06:00:00+00:00,58373,2024-08-18 22:00:00+00:00,59373,88.1127
SHORT,SELL_A,OPP_SIGNAL,2024-08-18 22:00:00+00:00,59373,2024-08-23 06:00:00+00:00,60973,-172.0173
LONG,BUY_A,OPP_SIGNAL,2024-08-23 06:00:00+00:00,60973,2024-08-26 00:00:00+00:00,64173,307.7427
SHORT,SELL_A,OPP_SIGNAL,2024-08-26 00:00:00+00:00,64173,2024-08-29 04:00:00+00:00,59373,467.8227
LONG,BUY_A,OPP_SIGNAL,2024-08-29 04:00:00+00:00,59373,2024-08-30 14:00:00+00:00,58973,-51.9173
SHORT,SELL_A,OPP_SIGNAL,2024-08-30 14:00:00+00:00,58973,2024-08-30 20:00:00+00:00,58773,8.112699999999998
LONG,BUY_A,OPP_SIGNAL,2024-08-30 20:00:00+00:00,58773,2024-09-08 14:00:00+00:00,53973,-491.6373
SHORT,SELL_A,OPP_SIGNAL,2024-09-08 14:00:00+00:00,53973,2024-09-08 16:00:00+00:00,54373,-51.4173
LONG,BUY_A,OPP_SIGNAL,2024-09-08 16:00:00+00:00,54373,2024-09-10 12:00:00+00:00,56973,248.4327
SHORT,SELL_A,OPP_SIGNAL,2024-09-10 12:00:00+00:00,56973,2024-09-10 18:00:00+00:00,57173,-31.7073
LONG,BUY_A,OPP_SIGNAL,2024-09-10 18:00:00+00:00,57173,2024-09-11 00:00:00+00:00,56973,-31.7073
SHORT,SELL_A,OPP_SIGNAL,2024-09-11 00:00:00+00:00,56973,2024-09-11 14:00:00+00:00,56173,68.3427
LONG,BUY_A,OPP_SIGNAL,2024-09-11 14:00:00+00:00,56173,2024-09-15 16:00:00+00:00,59973,368.1927
SHORT,SELL_A,OPP_SIGNAL,2024-09-15 16:00:00+00:00,59973,2024-09-17 14:00:00+00:00,59373,48.032700000000006
LONG,BUY_A,OPP_SIGNAL,2024-09-17 14:00:00+00:00,59373,2024-09-18 08:00:00+00:00,59973,48.032700000000006
SHORT,SELL_A,OPP_SIGNAL,2024-09-18 08:00:00+00:00,59973,2024-09-18 16:00:00+00:00,59973,-11.9973
LONG,BUY_A,OPP_SIGNAL,2024-09-18 16:00:00+00:00,59973,2024-09-20 06:00:00+00:00,63573,347.8227
SHORT,SELL_A,OPP_SIGNAL,2024-09-20 06:00:00+00:00,63573,2024-10-02 14:00:00+00:00,61373,207.75270000000003
LONG,BUY_A,OPP_SIGNAL,2024-10-02 14:00:00+00:00,61373,2024-10-02 18:00:00+00:00,61173,-32.127300000000005
SHORT,SELL_A,OPP_SIGNAL,2024-10-02 18:00:00+00:00,61173,2024-10-04 00:00:00+00:00,61173,-12.1173
LONG,BUY_A,OPP_SIGNAL,2024-10-04 00:00:00+00:00,61173,2024-10-07 18:00:00+00:00,63373,207.77270000000001
SHORT,SELL_A,OPP_SIGNAL,2024-10-07 18:00:00+00:00,63373,2024-10-11 00:00:00+00:00,60373,287.8127
LONG,BUY_A,OPP_SIGNAL,2024-10-11 00:00:00+00:00,60373,2024-10-13 00:00:00+00:00,62973,247.8327
SHORT,SELL_A,OPP_SIGNAL,2024-10-13 00:00:00+00:00,62973,2024-10-22 10:00:00+00:00,67173,-432.5073
LONG,BUY_A,OPP_SIGNAL,2024-10-22 10:00:00+00:00,67173,2024-10-25 14:00:00+00:00,67973,67.2427
SHORT,SELL_A,OPP_SIGNAL,2024-10-25 14:00:00+00:00,67973,2024-10-29 00:00:00+00:00,70173,-232.90730000000002
LONG,BUY_B,OPP_SIGNAL,2024-10-29 00:00:00+00:00,70173,2024-10-31 12:00:00+00:00,72173,186.8827
SHORT,SELL_A,OPP_SIGNAL,2024-10-31 12:00:00+00:00,72173,2024-11-03 18:00:00+00:00,68573,346.9627
LONG,BUY_A,OPP_SIGNAL,2024-11-03 18:00:00+00:00,68573,2024-11-07 02:00:00+00:00,75173,646.8127000000001
SHORT,SELL_A,OPP_SIGNAL,2024-11-07 02:00:00+00:00,75173,2024-11-11 20:00:00+00:00,86373,-1134.0773
LONG,BUY_B,OPP_SIGNAL,2024-11-11 20:00:00+00:00,86373,2024-11-12 08:00:00+00:00,88773,225.2427
SHORT,SELL_A,OPP_SIGNAL,2024-11-12 08:00:00+00:00,88773,2024-11-13 12:00:00+00:00,88373,25.1427
LONG,BUY_A,OPP_SIGNAL,2024-11-13 12:00:00+00:00,88373,2024-11-14 14:00:00+00:00,88373,-14.837299999999999
SHORT,SELL_B,OPP_SIGNAL,2024-11-14 14:00:00+00:00,88373,2024-11-15 08:00:00+00:00,87973,25.1827
LONG,BUY_A,OPP_SIGNAL,2024-11-15 08:00:00+00:00,87973,2024-11-17 10:00:00+00:00,90773,265.0627
SHORT,SELL_A,OPP_SIGNAL,2024-11-17 10:00:00+00:00,90773,2024-11-18 00:00:00+00:00,90773,-15.077300000000001
LONG,BUY_A,OPP_SIGNAL,2024-11-18 00:00:00+00:00,90773,2024-11-18 22:00:00+00:00,90773,-15.077300000000001
SHORT,SELL_A,OPP_SIGNAL,2024-11-18 22:00:00+00:00,90773,2024-11-19 00:00:00+00:00,90773,-15.077300000000001
LONG,BUY_A,OPP_SIGNAL,2024-11-19 00:00:00+00:00,90773,2024-11-19 20:00:00+00:00,92373,144.8427
SHORT,SELL_A,OPP_SIGNAL,2024-11-19 20:00:00+00:00,92373,2024-11-24 22:00:00+00:00,97573,-535.4973
LONG,BUY_A,OPP_SIGNAL,2024-11-24 22:00:00+00:00,97573,2024-11-25 12:00:00+00:00,98173,44.2127
SHORT,SELL_A,OPP_SIGNAL,2024-11-25 12:00:00+00:00,98173,2024-11-27 00:00:00+00:00,92773,524.4527
LONG,BUY_A,OPP_SIGNAL,2024-11-27 00:00:00+00:00,92773,2024-11-28 14:00:00+00:00,95373,244.59269999999998
SHORT,SELL_A,OPP_SIGNAL,2024-11-28 14:00:00+00:00,95373,2024-11-28 22:00:00+00:00,95373,-15.537300000000002
LONG,BUY_A,OPP_SIGNAL,2024-11-28 22:00:00+00:00,95373,2024-11-30 00:00:00+00:00,96773,124.39269999999999
SHORT,SELL_A,OPP_SIGNAL,2024-11-30 00:00:00+00:00,96773,2024-11-30 16:00:00+00:00,96773,-15.677299999999999
LONG,BUY_A,OPP_SIGNAL,2024-11-30 16:00:00+00:00,96773,2024-12-02 02:00:00+00:00,97773,84.2727
SHORT,SELL_A,OPP_SIGNAL,2024-12-02 02:00:00+00:00,97773,2024-12-03 14:00:00+00:00,95573,204.33270000000002
LONG,BUY_A,OPP_SIGNAL,2024-12-03 14:00:00+00:00,95573,2024-12-05 14:00:00+00:00,102573,684.0927
SHORT,SELL_A,OPP_SIGNAL,2024-12-05 14:00:00+00:00,102573,2024-12-08 10:00:00+00:00,99373,303.9027
LONG,BUY_A,OPP_SIGNAL,2024-12-08 10:00:00+00:00,99373,2024-12-11 22:00:00+00:00,101173,163.9727
SHORT,SELL_A,OPP_SIGNAL,2024-12-11 22:00:00+00:00,101173,2024-12-12 12:00:00+00:00,100773,23.9027
LONG,BUY_A,OPP_SIGNAL,2024-12-12 12:00:00+00:00,100773,2024-12-14 16:00:00+00:00,101373,43.8927
SHORT,SELL_A,OPP_SIGNAL,2024-12-14 16:00:00+00:00,101373,2024-12-14 22:00:00+00:00,101373,-16.1373
LONG,BUY_A,OPP_SIGNAL,2024-12-14 22:00:00+00:00,101373,2024-12-16 08:00:00+00:00,104773,323.6927
SHORT,SELL_A,OPP_SIGNAL,2024-12-16 08:00:00+00:00,104773,2024-12-16 14:00:00+00:00,104573,3.5326999999999993
LONG,BUY_A,OPP_SIGNAL,2024-12-16 14:00:00+00:00,104573,2024-12-17 14:00:00+00:00,106973,223.42270000000002
SHORT,SELL_A,OPP_SIGNAL,2024-12-17 14:00:00+00:00,106973,2024-12-21 06:00:00+00:00,97973,883.7527
LONG,BUY_B,OPP_SIGNAL,2024-12-21 06:00:00+00:00,97973,2024-12-23 12:00:00+00:00,95573,-255.6773
SHORT,SELL_A,OPP_SIGNAL,2024-12-23 12:00:00+00:00,95573,2024-12-24 12:00:00+00:00,94573,84.4927
LONG,BUY_A,OPP_SIGNAL,2024-12-24 12:00:00+00:00,94573,2024-12-25 00:00:00+00:00,98173,344.36269999999996
SHORT,SELL_A,OPP_SIGNAL,2024-12-25 00:00:00+00:00,98173,2024-12-27 08:00:00+00:00,95573,244.3127
LONG,BUY_A,OPP_SIGNAL,2024-12-27 08:00:00+00:00,95573,2024-12-29 12:00:00+00:00,94973,-75.5273
SHORT,SELL_B,OPP_SIGNAL,2024-12-29 12:00:00+00:00,94973,2025-01-02 18:00:00+00:00,96973,-215.5973
LONG,BUY_B,OPP_SIGNAL,2025-01-02 18:00:00+00:00,96973,2025-01-05 08:00:00+00:00,97973,84.25269999999999
SHORT,SELL_A,OPP_SIGNAL,2025-01-05 08:00:00+00:00,97973,2025-01-05 20:00:00+00:00,98173,-35.8073
LONG,BUY_A,OPP_SIGNAL,2025-01-05 20:00:00+00:00,98173,2025-01-06 08:00:00+00:00,99173,84.1327
SHORT,SELL_A,OPP_SIGNAL,2025-01-06 08:00:00+00:00,99173,2025-01-10 04:00:00+00:00,93773,524.3526999999999
LONG,BUY_A,OPP_SIGNAL,2025-01-10 04:00:00+00:00,93773,2025-01-11 00:00:00+00:00,94573,64.5827
SHORT,SELL_A,OPP_SIGNAL,2025-01-11 00:00:00+00:00,94573,2025-01-12 12:00:00+00:00,94573,-15.4573
