Column_Index,Column_Type,Column_End_Level,Timestamp,SMA10,SMA20,ADX,ADX_Check,SMA_Check,Trendline_Break,Higher_High,Trendline_or_HigherHigh,Double_Bottom,Entry_Signal,Timestamp_Readable
441,O,112391.5,1761696000,114073.05,111727.27,39.94,True,True,True,False,True,True,True,2025-10-29 00:00:00
442,X,113523.5,1761721200,114252.6,111975.23,38.36,True,True,True,False,True,True,True,2025-10-29 07:00:00
443,O,111072.0,1761753600,114237.6,112148.05,36.66,True,True,True,False,True,True,True,2025-10-29 16:00:00
444,X,111823.0,1761757200,113817.8,112293.07,34.81,True,True,True,False,True,True,True,2025-10-29 17:00:00
445,O,110763.0,1761760800,113417.75,112472.68,33.2,True,True,True,False,True,True,True,2025-10-29 18:00:00
446,X,111570.0,1761771600,113008.8,112541.62,31.39,True,True,True,False,True,True,True,2025-10-29 21:00:00
447,O,110006.5,1761778800,112652.2,112579.95,30.19,True,True,True,False,True,True,True,2025-10-29 23:00:00
448,X,110937.5,1761789600,112197.85,112567.57,27.11,True,True,True,False,True,True,True,2025-10-30 02:00:00
449,O,108525.0,1761796800,111592.05,112519.82,25.05,True,True,True,False,True,True,True,2025-10-30 04:00:00
450,X,111324.5,1761807600,111193.65,112514.85,22.55,True,True,False,True,True,True,True,2025-10-30 07:00:00
451,O,107592.5,1761829200,110713.75,112393.4,22.05,True,True,False,True,True,True,True,2025-10-30 13:00:00
452,X,108222.5,1761832800,110183.65,112218.12,21.55,True,True,True,False,True,True,True,2025-10-30 14:00:00
453,O,106508.5,1761850800,109727.3,111982.45,21.65,True,True,True,False,True,True,True,2025-10-30 19:00:00
454,X,109595.5,1761872400,109504.55,111661.18,20.22,True,True,False,True,True,True,True,2025-10-31 01:00:00
455,O,108827.5,1761876000,109311.0,111364.38,21.18,True,True,False,True,True,False,False,2025-10-31 02:00:00
456,X,110063.5,1761883200,109160.35,111084.57,21.64,True,True,False,True,True,False,False,2025-10-31 04:00:00
457,O,109411.5,1761894000,109100.85,110876.52,22.23,True,True,False,True,True,False,False,2025-10-31 07:00:00
458,X,110387.5,1761908400,109045.85,110621.85,22.47,True,True,False,True,True,False,False,2025-10-31 11:00:00
459,O,109622.0,1761912000,109155.55,110373.8,22.46,True,True,False,True,True,False,False,2025-10-31 12:00:00
460,X,110761.0,1761919200,109099.2,110146.43,22.02,True,True,False,True,True,False,False,2025-10-31 14:00:00
461,O,108824.0,1761926400,109222.35,109968.05,21.74,True,True,False,True,True,True,True,2025-10-31 16:00:00
462,X,110425.0,1762012800,109442.6,109813.12,21.46,True,True,True,False,True,True,True,2025-11-01 16:00:00
463,O,109826.5,1762030800,109774.4,109750.85,20.14,True,True,True,False,True,False,False,2025-11-01 21:00:00
464,X,111157.0,1762081200,109930.55,109717.55,18.36,False,False,False,False,False,False,False,2025-11-02 11:00:00
465,O,109872.0,1762120800,110035.0,109673.0,16.0,False,False,False,False,False,False,False,2025-11-02 22:00:00
466,X,110505.5,1762124400,110079.2,109619.77,13.65,False,False,False,False,False,False,False,2025-11-02 23:00:00
467,O,106863.5,1762164000,109824.4,109462.62,13.26,False,False,False,False,False,False,False,2025-11-03 10:00:00
468,X,108028.0,1762178400,109588.45,109317.15,14.4,False,False,False,False,False,False,False,2025-11-03 14:00:00
469,O,105729.0,1762182000,109199.15,109177.35,16.16,False,False,False,False,False,False,False,2025-11-03 15:00:00
470,X,107443.5,1762189200,108867.4,108983.3,18.4,False,False,False,False,False,False,False,2025-11-03 17:00:00
471,O,106453.0,1762207200,108630.3,108926.32,20.64,True,True,True,False,True,False,False,2025-11-03 22:00:00
472,X,107001.5,1762218000,108287.95,108865.27,23.23,True,True,True,False,True,False,False,2025-11-04 01:00:00
473,O,106449.5,1762221600,107950.25,108862.32,25.82,True,True,True,False,True,False,False,2025-11-04 02:00:00
474,X,107108.5,1762225200,107545.4,108737.98,28.65,True,True,False,True,True,False,False,2025-11-04 03:00:00
475,O,104175.0,1762232400,106975.7,108505.35,31.92,True,True,False,True,True,True,True,2025-11-04 05:00:00
476,X,104731.0,1762236000,106398.25,108238.73,35.18,True,True,True,False,True,True,True,2025-11-04 06:00:00
477,O,103833.0,1762246800,106095.2,107959.8,38.59,True,True,True,False,True,True,True,2025-11-04 09:00:00
478,X,104541.5,1762254000,105746.55,107667.5,42.92,True,True,True,False,True,True,True,2025-11-04 11:00:00
479,O,103917.0,1762257600,105565.35,107382.25,47.24,True,True,True,False,True,False,False,2025-11-04 12:00:00
480,X,104473.5,1762264800,105268.35,107067.88,51.57,True,True,True,False,True,False,False,2025-11-04 14:00:00
481,O,100284.0,1762290000,104651.45,106640.88,54.44,True,False,False,False,False,False,False,2025-11-04 21:00:00
482,X,101448.0,1762297200,104096.1,106192.02,57.31,True,True,True,False,True,True,True,2025-11-04 23:00:00
483,O,100520.5,1762300800,103503.2,105726.73,59.56,True,True,True,False,True,False,False,2025-11-05 00:00:00
484,X,102105.5,1762311600,103002.9,105274.15,60.73,True,True,False,True,True,False,False,2025-11-05 03:00:00
485,O,101369.5,1762336800,102722.35,104849.02,61.9,True,True,False,True,True,False,False,2025-11-05 10:00:00
486,X,104303.5,1762365600,102679.6,104538.93,60.17,True,True,False,True,True,False,False,2025-11-05 18:00:00
487,O,103325.0,1762390800,102628.8,104362.0,58.44,True,True,False,True,True,False,False,2025-11-06 01:00:00
488,X,103998.0,1762401600,102574.45,104160.5,56.91,True,True,True,False,True,False,False,2025-11-06 04:00:00
489,O,102517.0,1762430400,102434.45,103999.9,54.75,True,True,True,False,True,True,True,2025-11-06 12:00:00
490,X,103279.5,1762434000,102315.05,103791.7,52.59,True,True,True,False,True,True,True,2025-11-06 13:00:00
491,O,100841.5,1762444800,102370.8,103511.12,51.27,True,True,True,False,True,True,True,2025-11-06 16:00:00
492,X,101773.0,1762448400,102403.3,103249.7,49.96,True,True,True,False,True,True,True,2025-11-06 17:00:00
493,O,100882.0,1762459200,102439.45,102971.32,48.64,True,True,True,False,True,False,False,2025-11-06 20:00:00
494,X,102409.5,1762491600,102469.85,102736.38,46.45,True,True,False,True,True,False,False,2025-11-07 05:00:00
495,O,99618.0,1762516800,102294.7,102508.52,43.9,True,True,False,True,True,True,True,2025-11-07 12:00:00
496,X,103740.0,1762545600,102238.35,102458.98,39.83,True,True,False,True,True,True,True,2025-11-07 20:00:00
497,O,101815.5,1762599600,102087.4,102358.1,35.76,True,True,False,True,True,False,False,2025-11-08 11:00:00
498,X,102336.0,1762639200,101921.2,102247.82,32.77,True,True,True,False,True,False,False,2025-11-08 22:00:00
499,O,101599.5,1762653600,101829.45,102131.95,29.96,True,True,True,False,True,True,True,2025-11-09 02:00:00
500,X,106278.0,1762732800,102129.3,102222.18,29.93,True,False,False,False,False,False,False,2025-11-10 00:00:00
501,O,105694.5,1762736400,102614.6,102492.7,29.91,True,False,False,False,False,False,False,2025-11-10 01:00:00
502,X,106429.0,1762758000,103080.2,102741.75,29.97,True,False,False,False,False,False,False,2025-11-10 07:00:00
503,O,105941.5,1762761600,103586.15,103012.8,29.46,True,True,False,True,True,False,False,2025-11-10 08:00:00
504,X,106520.5,1762779600,103997.25,103233.55,29.02,True,True,False,True,True,False,False,2025-11-10 13:00:00
505,O,104857.0,1762783200,104521.15,103407.93,26.48,True,True,False,True,True,True,True,2025-11-10 14:00:00
506,X,106607.0,1762826400,104807.85,103523.1,24.02,True,True,False,True,True,True,True,2025-11-11 02:00:00
507,O,104748.0,1762844400,105101.1,103594.25,21.44,True,True,False,True,True,False,False,2025-11-11 07:00:00
508,X,105267.5,1762858800,105394.25,103657.73,19.75,False,False,False,False,False,False,False,2025-11-11 11:00:00
509,O,102610.0,1762894800,105495.3,103662.38,18.04,False,False,False,False,False,False,False,2025-11-11 21:00:00
510,X,104855.5,1762941600,105353.05,103741.18,17.85,False,False,False,False,False,False,False,2025-11-12 10:00:00
511,O,101404.0,1762963200,104924.0,103769.3,18.46,False,False,False,False,False,False,False,2025-11-12 16:00:00
512,X,103564.5,1763013600,104637.55,103858.88,19.07,False,False,False,False,False,False,False,2025-11-13 06:00:00
513,O,102292.0,1763038800,104272.6,103929.38,19.51,False,False,False,False,False,False,False,2025-11-13 13:00:00
514,X,102833.0,1763042400,103903.85,103950.55,20.06,True,True,True,False,True,False,False,2025-11-13 14:00:00
515,O,98136.0,1763064000,103231.75,103876.45,22.57,True,False,False,False,False,False,False,2025-11-13 20:00:00
516,X,99825.5,1763071200,102553.6,103680.73,24.98,True,True,True,False,True,True,True,2025-11-13 22:00:00
517,O,98939.0,1763078400,101972.7,103536.9,27.4,True,True,True,False,True,False,False,2025-11-14 00:00:00
518,X,99583.5,1763085600,101404.3,103399.27,29.76,True,True,True,False,True,False,False,2025-11-14 02:00:00
519,O,95336.0,1763121600,100676.9,103086.1,34.17,True,False,False,False,False,False,False,2025-11-14 12:00:00
520,X,96983.0,1763136000,99889.65,102621.35,38.52,True,True,True,False,True,True,True,2025-11-14 16:00:00
521,O,95033.0,1763143200,99252.55,102088.27,43.04,True,False,False,False,False,False,False,2025-11-14 18:00:00
522,X,95747.5,1763146800,98470.85,101554.2,47.56,True,True,True,False,True,True,True,2025-11-14 19:00:00
523,O,94345.5,1763150400,97676.2,100974.4,51.49,True,False,False,False,False,False,False,2025-11-14 20:00:00
524,X,95032.5,1763154000,96896.15,100400.0,55.42,True,True,True,False,True,True,True,2025-11-14 21:00:00
525,O,94554.5,1763161200,96538.0,99884.88,58.55,True,True,True,False,True,False,False,2025-11-14 23:00:00
526,X,96462.5,1763172000,96201.7,99377.65,59.72,True,True,False,True,True,False,False,2025-11-15 02:00:00
527,O,95666.5,1763204400,95874.45,98923.57,60.9,True,True,False,True,True,False,False,2025-11-15 11:00:00
528,X,96336.0,1763211600,95549.7,98477.0,62.07,True,True,True,False,True,False,False,2025-11-15 13:00:00
529,O,95259.5,1763236800,95542.05,98109.48,61.49,True,True,True,False,True,True,True,2025-11-15 20:00:00
530,X,96608.0,1763283600,95504.55,97697.1,60.52,True,True,False,True,True,True,True,2025-11-16 09:00:00
531,O,93481.5,1763326800,95349.4,97300.98,60.39,True,True,False,True,True,True,True,2025-11-16 21:00:00
532,X,95270.0,1763337600,95301.65,96886.25,60.25,True,True,True,False,True,True,True,2025-11-17 00:00:00
533,O,94741.0,1763341200,95341.2,96508.7,59.15,True,True,True,False,True,False,False,2025-11-17 01:00:00
534,X,95480.0,1763348400,95385.95,96141.05,57.73,True,True,False,True,True,False,False,2025-11-17 03:00:00
535,O,93923.5,1763384400,95322.85,95930.43,56.63,True,True,False,True,True,True,True,2025-11-17 13:00:00
536,X,94739.0,1763388000,95150.5,95676.1,55.54,True,True,True,False,True,True,True,2025-11-17 14:00:00
537,O,91666.0,1763406000,94750.45,95312.45,55.11,True,False,False,False,False,False,False,2025-11-17 19:00:00
538,X,92223.0,1763416800,94339.15,94944.43,54.69,True,True,True,False,True,True,True,2025-11-17 22:00:00
539,O,89625.0,1763445600,93775.7,94658.88,54.76,True,False,False,False,False,False,False,2025-11-18 06:00:00
540,X,93457.0,1763481600,93460.6,94482.57,55.26,True,True,False,True,True,True,True,2025-11-18 16:00:00
541,O,92468.0,1763499600,93359.25,94354.32,55.77,True,True,False,True,True,False,False,2025-11-18 21:00:00
542,X,93132.5,1763503200,93145.5,94223.57,56.27,True,True,True,False,True,False,False,2025-11-18 22:00:00
543,O,90424.5,1763528400,92713.85,94027.52,57.25,True,True,True,False,True,True,True,2025-11-19 05:00:00
544,X,91836.5,1763535600,92349.5,93867.73,58.61,True,True,True,False,True,True,True,2025-11-19 07:00:00
545,O,91277.0,1763546400,92084.85,93703.85,59.15,True,True,True,False,True,False,False,2025-11-19 10:00:00
546,X,91745.5,1763553600,91785.5,93468.0,59.68,True,True,True,False,True,False,False,2025-11-19 12:00:00
547,O,88866.0,1763578800,91505.5,93127.98,60.87,True,True,True,False,True,True,True,2025-11-19 19:00:00
548,X,92946.5,1763611200,91577.85,92958.5,60.97,True,True,False,True,True,True,True,2025-11-20 04:00:00
549,O,86455.0,1763661600,91260.85,92518.27,61.36,True,False,False,False,False,False,False,2025-11-20 18:00:00
550,X,86888.5,1763665200,90604.0,92032.3,61.76,True,False,False,False,False,False,False,2025-11-20 19:00:00
551,O,86442.0,1763668800,90001.4,91680.32,61.34,True,False,False,False,False,False,False,2025-11-20 20:00:00
552,X,88035.5,1763676000,89491.7,91318.6,59.69,True,True,False,True,True,False,False,2025-11-20 22:00:00
553,O,86609.5,1763679600,89110.2,90912.02,57.55,True,True,False,True,True,False,False,2025-11-20 23:00:00
554,X,87258.0,1763683200,88652.35,90500.93,56.94,True,True,True,False,True,False,False,2025-11-21 00:00:00
555,O,85408.5,1763690400,88065.5,90075.18,56.8,True,False,False,False,False,False,False,2025-11-21 02:00:00
556,X,86023.0,1763697600,87493.25,89639.38,56.67,True,True,True,False,True,True,True,2025-11-21 04:00:00
557,O,82196.5,1763715600,86826.3,89165.9,56.82,True,False,False,False,False,False,False,2025-11-21 09:00:00
558,X,82682.0,1763719200,85799.85,88688.85,56.96,True,False,False,False,False,False,False,2025-11-21 10:00:00
559,O,82296.5,1763722800,85384.0,88322.43,57.1,True,False,False,False,False,False,False,2025-11-21 11:00:00
560,X,84808.5,1763733600,85176.0,87890.0,55.08,True,True,False,True,True,False,False,2025-11-21 14:00:00
561,O,82904.0,1763737200,84822.2,87411.8,52.4,True,True,False,True,True,False,False,2025-11-21 15:00:00
562,X,84891.0,1763740800,84507.75,86999.73,51.06,True,True,False,True,True,False,False,2025-11-21 16:00:00
563,O,84179.5,1763751600,84264.75,86687.48,49.03,True,True,False,True,True,False,False,2025-11-21 19:00:00
564,X,85150.5,1763758800,84054.0,86353.18,46.73,True,True,False,True,True,False,False,2025-11-21 21:00:00
565,O,84261.5,1763762400,83939.3,86002.4,44.42,True,True,False,True,True,False,False,2025-11-21 22:00:00
566,X,85102.0,1763766000,83847.2,85670.23,43.33,True,True,True,False,True,False,False,2025-11-21 23:00:00
567,O,84704.0,1763769600,84097.95,85462.12,42.24,True,True,True,False,True,False,False,2025-11-22 00:00:00
568,X,85150.0,1763773200,84344.75,85072.3,41.09,True,True,False,True,True,False,False,2025-11-22 01:00:00
569,O,84214.5,1763784000,84536.55,84960.27,39.82,True,True,False,True,True,True,True,2025-11-22 04:00:00
570,X,84606.0,1763791200,84516.3,84846.15,38.56,True,True,True,False,True,True,True,2025-11-22 06:00:00
571,O,83674.0,1763805600,84593.3,84707.75,36.75,True,True,True,False,True,True,True,2025-11-22 10:00:00
572,X,86507.5,1763870400,84754.95,84631.35,32.5,True,True,False,True,True,True,True,2025-11-23 04:00:00
573,O,85829.0,1763877600,84919.9,84592.32,28.25,True,True,False,True,True,False,False,2025-11-23 06:00:00
574,X,87051.0,1763910000,85109.95,84581.98,26.02,True,True,False,True,True,False,False,2025-11-23 15:00:00
575,O,86652.0,1763913600,85349.0,84644.15,23.78,True,True,False,True,True,False,False,2025-11-23 16:00:00
576,X,87953.0,1763931600,85634.1,84740.65,22.51,True,True,False,True,True,False,False,2025-11-23 21:00:00
577,O,86816.0,1763938800,85845.3,84971.62,21.23,True,True,False,True,True,False,False,2025-11-23 23:00:00
578,X,87493.0,1763949600,86079.6,85212.18,20.23,True,True,True,False,True,False,False,2025-11-24 02:00:00
579,O,86691.0,1763956800,86327.25,85431.9,19.05,False,False,False,False,False,False,False,2025-11-24 04:00:00
580,X,87434.5,1763960400,86610.1,85563.2,17.88,False,False,False,False,False,False,False,2025-11-24 05:00:00
581,O,85923.0,1763974800,86835.0,85714.15,15.95,False,False,False,False,False,False,False,2025-11-24 09:00:00
582,X,89027.0,1764014400,87086.95,85920.95,15.44,False,False,False,False,False,False,False,2025-11-24 20:00:00
583,O,87697.0,1764032400,87273.75,86096.82,14.56,False,False,False,False,False,False,False,2025-11-25 01:00:00
584,X,88308.0,1764043200,87399.45,86254.7,13.67,False,False,False,False,False,False,False,2025-11-25 04:00:00
585,O,86988.0,1764057600,87433.05,86391.02,11.4,False,False,False,False,False,False,False,2025-11-25 08:00:00
586,X,87478.5,1764072000,87385.6,86509.85,11.58,False,False,False,False,False,False,False,2025-11-25 12:00:00
587,O,86705.0,1764079200,87374.5,86609.9,11.37,False,False,False,False,False,False,False,2025-11-25 14:00:00
588,X,87590.0,1764090000,87384.2,86731.9,11.46,False,False,False,False,False,False,False,2025-11-25 17:00:00
589,O,86844.5,1764097200,87399.55,86863.4,11.55,False,False,False,False,False,False,False,2025-11-25 19:00:00
590,X,87887.0,1764118800,87444.8,87027.45,11.18,False,False,False,False,False,False,False,2025-11-26 01:00:00
591,O,87096.5,1764126000,87562.15,87198.57,10.8,False,False,False,False,False,False,False,2025-11-26 03:00:00
592,X,87905.5,1764140400,87450.0,87268.48,10.45,False,False,False,False,False,False,False,2025-11-26 07:00:00
593,O,86610.5,1764158400,87341.35,87307.55,9.67,False,False,False,False,False,False,False,2025-11-26 12:00:00
594,X,91533.5,1764234000,87663.9,87531.68,12.02,False,False,False,False,False,False,False,2025-11-27 09:00:00
595,O,90822.5,1764248400,88047.35,87740.2,15.13,False,False,False,False,False,False,False,2025-11-27 13:00:00
596,X,91751.0,1764266400,88474.6,87930.1,17.0,False,False,False,False,False,False,False,2025-11-27 18:00:00
597,O,90763.0,1764291600,88880.4,88127.45,18.79,False,False,False,False,False,False,False,2025-11-28 01:00:00
598,X,91586.5,1764306000,89280.05,88332.12,20.57,True,True,True,False,True,False,False,2025-11-28 05:00:00
599,O,90879.0,1764313200,89683.5,88541.52,23.32,True,True,True,False,True,False,False,2025-11-28 07:00:00
600,X,91812.0,1764324000,90076.0,88760.4,26.24,True,True,False,True,True,False,False,2025-11-28 10:00:00
601,O,91392.5,1764327600,90505.6,89033.88,29.54,True,True,False,True,True,False,False,2025-11-28 11:00:00
602,X,92339.0,1764334800,90948.95,89199.48,33.06,True,True,False,True,True,False,False,2025-11-28 13:00:00
603,O,90631.0,1764349200,91351.0,89346.18,35.1,True,True,False,True,True,True,True,2025-11-28 17:00:00
604,X,91115.0,1764356400,91309.15,89486.52,36.72,True,True,True,False,True,True,True,2025-11-28 19:00:00
605,O,90391.0,1764435600,91266.0,89656.68,37.9,True,True,True,False,True,True,True,2025-11-29 17:00:00
606,X,91736.5,1764507600,91264.55,89869.57,39.66,True,True,False,True,True,True,True,2025-11-30 13:00:00
607,O,85776.0,1764561600,90765.85,89823.12,41.69,True,False,False,False,False,False,False,2025-12-01 04:00:00
608,X,86820.5,1764576000,90289.25,89784.65,40.59,True,False,False,False,False,False,False,2025-12-01 08:00:00
609,O,85404.5,1764590400,89741.8,89712.65,39.7,True,False,False,False,False,False,False,2025-12-01 12:00:00
610,X,85950.5,1764594000,89155.65,89615.82,38.69,True,False,False,False,False,False,False,2025-12-01 13:00:00
611,O,84658.5,1764601200,88482.25,89493.93,38.2,True,False,False,False,False,False,False,2025-12-01 15:00:00
612,X,86945.0,1764644400,87942.85,89445.9,36.57,True,True,False,True,True,True,True,2025-12-02 03:00:00
613,O,86447.5,1764662400,87524.5,89437.75,34.94,True,True,False,True,True,False,False,2025-12-02 08:00:00
614,X,91914.5,1764698400,87604.45,89456.8,33.37,True,True,False,True,True,False,False,2025-12-02 18:00:00
615,O,90981.5,1764705600,87663.5,89464.75,31.8,True,True,False,True,True,False,False,2025-12-02 20:00:00
616,X,91942.5,1764712800,87684.1,89474.32,29.87,True,True,False,True,True,False,False,2025-12-02 22:00:00
617,O,91259.0,1764716400,88232.4,89499.12,29.43,True,True,False,True,True,False,False,2025-12-02 23:00:00
618,X,93600.0,1764738000,88910.35,89599.8,29.79,True,False,False,False,False,False,False,2025-12-03 05:00:00
619,O,92308.5,1764770400,89600.75,89671.27,30.6,True,True,False,True,True,False,False,2025-12-03 14:00:00
620,X,93655.0,1764795600,90371.2,89763.43,30.83,True,False,False,False,False,False,False,2025-12-03 21:00:00
621,O,93023.5,1764806400,91207.7,89844.98,31.39,True,True,False,True,True,False,False,2025-12-04 00:00:00
622,X,93905.0,1764813600,91903.7,89923.27,32.08,True,True,False,True,True,False,False,2025-12-04 02:00:00
623,O,92942.0,1764824400,92553.15,90038.82,32.46,True,True,False,True,True,False,False,2025-12-04 05:00:00
624,X,93368.5,1764831600,92698.55,90151.5,32.83,True,True,True,False,True,False,False,2025-12-04 07:00:00
625,O,91869.0,1764856800,92787.3,90225.4,31.42,True,True,True,False,True,True,True,2025-12-04 14:00:00
626,X,92944.0,1764860400,92887.45,90285.77,31.16,True,True,True,False,True,True,True,2025-12-04 15:00:00
627,O,91950.0,1764874800,92956.55,90594.48,30.9,True,True,True,False,True,False,False,2025-12-04 19:00:00
628,X,92440.5,1764878400,92840.6,90875.48,30.42,True,True,True,False,True,False,False,2025-12-04 20:00:00
629,O,88766.0,1764950400,92486.35,91043.55,30.15,True,True,True,False,True,True,True,2025-12-05 16:00:00
630,X,89598.5,1764961200,92080.7,91225.95,29.88,True,True,True,False,True,True,True,2025-12-05 19:00:00
631,O,89141.5,1764968400,91692.5,91450.1,29.6,True,True,True,False,True,False,False,2025-12-05 21:00:00
632,X,89957.0,1765029600,91297.7,91600.7,28.11,True,True,False,True,True,False,False,2025-12-06 14:00:00
633,O,89199.5,1765062000,90923.45,91738.3,26.62,True,True,False,True,True,False,False,2025-12-06 23:00:00
634,X,89685.0,1765076400,90555.1,91626.82,25.1,True,True,True,False,True,False,False,2025-12-07 03:00:00
635,O,88199.5,1765116000,90188.15,91487.73,24.43,True,True,True,False,True,True,True,2025-12-07 14:00:00
636,X,91336.5,1765130400,90027.4,91457.43,21.77,True,True,False,True,True,True,True,2025-12-07 18:00:00
637,O,89569.0,1765144800,89789.3,91372.93,19.22,False,False,False,False,False,False,False,2025-12-07 22:00:00
638,X,92095.5,1765188000,89754.8,91297.7,16.99,False,False,False,False,False,False,False,2025-12-08 10:00:00
639,O,89921.0,1765206000,89870.3,91178.32,16.11,False,False,False,False,False,False,False,2025-12-08 15:00:00
640,X,91267.0,1765227600,90037.15,91058.93,15.22,False,False,False,False,False,False,False,2025-12-08 21:00:00
641,O,89883.5,1765252800,90111.35,90901.93,14.29,False,False,False,False,False,False,False,2025-12-09 04:00:00
642,X,94156.5,1765296000,90531.3,90914.5,15.57,False,False,False,False,False,False,False,2025-12-09 16:00:00
643,O,92095.0,1765324800,90820.85,90872.15,16.62,False,False,False,False,False,False,False,2025-12-10 00:00:00
644,X,92880.0,1765357200,91140.35,90847.73,17.68,False,False,False,False,False,False,False,2025-12-10 09:00:00
645,O,91804.0,1765375200,91500.8,90844.48,18.34,False,False,False,False,False,False,False,2025-12-10 14:00:00
646,X,92923.5,1765393200,91659.5,90843.45,19.45,False,False,False,False,False,False,False,2025-12-10 19:00:00
647,O,89842.5,1765422000,91686.85,90738.07,18.32,False,False,False,False,False,False,False,2025-12-11 03:00:00
648,X,90395.5,1765425600,91516.85,90635.82,17.2,False,False,False,False,False,False,False,2025-12-11 04:00:00
649,O,89523.5,1765461600,91477.1,90673.7,15.39,False,False,False,False,False,False,False,2025-12-11 14:00:00
650,X,92833.5,1765486800,91633.75,90835.45,16.88,False,False,False,False,False,False,False,2025-12-11 21:00:00
651,O,91530.0,1765497600,91798.4,90954.88,18.36,False,False,False,False,False,False,False,2025-12-12 00:00:00
652,X,92551.0,1765504800,91637.85,91084.57,19.54,False,False,False,False,False,False,False,2025-12-12 02:00:00
653,O,89903.5,1765551600,91418.7,91119.77,19.14,False,False,False,False,False,False,False,2025-12-12 15:00:00
654,X,90555.5,1765620000,91186.25,91163.3,18.73,False,False,False,False,False,False,False,2025-12-13 10:00:00
655,O,88127.0,1765753200,90818.55,91159.68,19.49,False,False,False,False,False,False,False,2025-12-14 23:00:00
656,X,89824.0,1765789200,90508.6,91084.05,18.04,False,False,False,False,False,False,False,2025-12-15 09:00:00
657,O,85743.5,1765818000,90098.7,90892.77,17.91,False,False,False,False,False,False,False,2025-12-15 17:00:00
658,X,86399.0,1765839600,89699.05,90607.95,17.78,False,False,False,False,False,False,False,2025-12-15 23:00:00
659,O,85830.5,1765843200,89329.75,90403.43,18.04,False,False,False,False,False,False,False,2025-12-16 00:00:00
660,X,86466.5,1765864800,88693.05,90163.4,18.19,False,False,False,False,False,False,False,2025-12-16 06:00:00
661,O,85973.5,1765868400,88137.4,89967.9,20.58,True,True,False,True,True,False,False,2025-12-16 07:00:00
662,X,87225.0,1765882800,87604.8,89621.32,22.08,True,True,False,True,True,False,False,2025-12-16 11:00:00
663,O,86418.5,1765890000,87256.3,89337.5,23.43,True,True,False,True,True,False,False,2025-12-16 13:00:00
664,X,87949.5,1765897200,86995.7,89090.98,22.51,True,True,False,True,True,False,False,2025-12-16 15:00:00
665,O,87097.0,1765904400,86892.7,88855.62,21.59,True,True,False,True,True,False,False,2025-12-16 17:00:00
666,X,87749.5,1765908000,86685.25,88596.93,20.67,True,True,True,False,True,False,False,2025-12-16 18:00:00
667,O,86374.5,1765958400,86748.35,88423.52,21.99,True,True,True,False,True,True,True,2025-12-17 08:00:00
668,X,89642.0,1765980000,87072.65,88385.85,22.39,True,True,False,True,True,True,True,2025-12-17 14:00:00
669,O,85802.0,1765994400,87069.8,88199.77,21.18,True,True,False,True,True,True,True,2025-12-17 18:00:00
670,X,88812.0,1766062800,87304.35,87998.7,19.97,False,False,False,False,False,False,False,2025-12-18 13:00:00
671,O,84455.0,1766084400,87152.5,87644.95,18.57,False,False,False,False,False,False,False,2025-12-18 19:00:00
672,X,88245.5,1766138400,87254.55,87429.68,17.17,False,False,False,False,False,False,False,2025-12-19 10:00:00
673,O,86921.0,1766163600,87304.8,87280.55,15.77,False,False,False,False,False,False,False,2025-12-19 17:00:00
674,X,88877.0,1766307600,87397.55,87196.62,13.74,False,False,False,False,False,False,False,2025-12-21 09:00:00
675,O,87639.5,1766322000,87451.8,87172.25,11.72,False,False,False,False,False,False,False,2025-12-21 13:00:00
676,X,90181.0,1766404800,87694.95,87190.1,10.98,False,False,False,False,False,False,False,2025-12-22 12:00:00
677,O,88022.5,1766430000,87859.75,87304.05,10.24,False,False,False,False,False,False,False,2025-12-22 19:00:00
678,X,88625.5,1766440800,87758.1,87415.38,10.31,False,False,False,False,False,False,False,2025-12-22 22:00:00
679,O,87363.5,1766469600,87914.25,87492.02,9.61,False,False,False,False,False,False,False,2025-12-23 06:00:00
680,X,87822.0,1766487600,87815.25,87559.8,8.92,False,False,False,False,False,False,False,2025-12-23 11:00:00
681,O,86845.5,1766498400,88054.3,87603.4,8.0,False,False,False,False,False,False,False,2025-12-23 14:00:00
682,X,87968.0,1766505600,88026.55,87640.55,7.82,False,False,False,False,False,False,False,2025-12-23 16:00:00
683,O,87146.5,1766509200,88049.1,87676.95,8.13,False,False,False,False,False,False,False,2025-12-23 17:00:00
684,X,87959.5,1766512800,87957.35,87677.45,8.44,False,False,False,False,False,False,False,2025-12-23 18:00:00
685,O,86760.0,1766563200,87869.4,87660.6,8.13,False,False,False,False,False,False,False,2025-12-24 08:00:00
686,X,87402.5,1766577600,87591.55,87643.25,7.82,False,False,False,False,False,False,False,2025-12-24 12:00:00
687,O,86958.0,1766584800,87485.1,87672.43,7.5,False,False,False,False,False,False,False,2025-12-24 14:00:00
688,X,87971.5,1766613600,87419.7,87588.9,7.18,False,False,False,False,False,False,False,2025-12-24 22:00:00
689,O,87395.5,1766656800,87422.9,87668.57,6.86,False,False,False,False,False,False,False,2025-12-25 10:00:00
690,X,88348.0,1766674800,87475.5,87645.38,6.73,False,False,False,False,False,False,False,2025-12-25 15:00:00
691,O,87022.5,1766707200,87493.2,87773.75,5.95,False,False,False,False,False,False,False,2025-12-26 00:00:00
692,X,89158.5,1766714400,87612.25,87819.4,6.32,False,False,False,False,False,False,False,2025-12-26 02:00:00
