datetime,close,high,low,renko_open,renko_close,renko_dir,renko_bull,renko_bear,st_bull,st_bear,st_line,swing_high,swing_low,last_swing_high,last_swing_low,bo_buy,bo_sell,rev_buy,rev_sell,buy_signal,sell_signal
2024-02-04 20:00:00+00:00,42778.0,42991.0,42575.5,43000.0,43200.0,1,True,False,True,False,42453.903486151554,,,,,False,False,False,False,False,False
2024-02-04 22:00:00+00:00,42594.0,42885.0,42352.5,42800.0,42600.0,-1,False,True,True,False,42453.903486151554,,,,,False,False,False,False,False,False
2024-02-05 00:00:00+00:00,42540.5,42638.5,42286.5,42800.0,42600.0,-1,False,True,True,False,42453.903486151554,,,,,False,False,False,False,False,False
2024-02-05 02:00:00+00:00,42727.0,42727.0,42399.5,42800.0,42600.0,-1,False,True,True,False,42453.903486151554,,,,,False,False,False,False,False,False
2024-02-05 04:00:00+00:00,42784.5,42817.0,42650.0,42800.0,42600.0,-1,False,True,True,False,42453.903486151554,,,,,False,False,False,False,False,False
2024-02-05 06:00:00+00:00,43075.0,43154.5,42696.5,42800.0,42600.0,-1,False,True,True,False,42453.903486151554,,,,,False,False,False,False,False,False
2024-02-05 08:00:00+00:00,43036.5,43194.5,42960.5,42800.0,42600.0,-1,False,True,True,False,42453.903486151554,,,,,False,False,False,False,False,False
2024-02-05 10:00:00+00:00,43199.5,43242.0,43054.0,42800.0,42600.0,-1,False,True,True,False,42453.903486151554,,,,,False,False,False,False,False,False
2024-02-05 12:00:00+00:00,43436.5,43542.5,43124.5,43200.0,43400.0,1,True,False,True,False,42453.903486151554,,,,,False,False,False,False,False,False
2024-02-05 14:00:00+00:00,42643.0,43499.0,42618.5,43000.0,42800.0,-1,False,True,True,False,42453.903486151554,,,,,False,False,False,False,False,False
2024-02-05 16:00:00+00:00,42729.5,42842.5,42527.5,43000.0,42800.0,-1,False,True,True,False,42453.903486151554,43400.0,,43400.0,,False,False,False,False,False,False
2024-02-05 18:00:00+00:00,42769.5,42865.0,42594.5,43000.0,42800.0,-1,False,True,True,False,42453.903486151554,,,43400.0,,False,False,False,False,False,False
2024-02-05 20:00:00+00:00,42386.5,42806.0,42349.0,42600.0,42400.0,-1,False,True,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-05 22:00:00+00:00,42713.5,42733.0,42335.5,42600.0,42400.0,-1,False,True,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-06 00:00:00+00:00,42679.5,42771.0,42580.0,42600.0,42400.0,-1,False,True,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-06 02:00:00+00:00,42859.5,42967.0,42657.0,42600.0,42400.0,-1,False,True,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-06 04:00:00+00:00,42794.0,42932.5,42764.0,42600.0,42400.0,-1,False,True,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-06 06:00:00+00:00,42908.0,42916.0,42680.5,42600.0,42400.0,-1,False,True,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-06 08:00:00+00:00,43004.0,43102.0,42887.5,42800.0,43000.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-06 10:00:00+00:00,42842.0,43099.0,42698.5,42800.0,43000.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-06 12:00:00+00:00,42880.5,42994.0,42663.0,42800.0,43000.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-06 14:00:00+00:00,43261.0,43267.5,42812.5,43000.0,43200.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-06 16:00:00+00:00,43192.0,43394.0,43118.5,43000.0,43200.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-06 18:00:00+00:00,43294.0,43304.5,43043.0,43000.0,43200.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-06 20:00:00+00:00,43193.5,43324.0,43075.0,43000.0,43200.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-06 22:00:00+00:00,43104.0,43229.5,43074.5,43000.0,43200.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-07 00:00:00+00:00,43058.0,43203.0,43057.5,43000.0,43200.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-07 02:00:00+00:00,42807.5,43117.5,42805.0,43000.0,43200.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-07 04:00:00+00:00,43027.5,43056.0,42809.0,43000.0,43200.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-07 06:00:00+00:00,42929.0,43034.5,42897.5,43000.0,43200.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-07 08:00:00+00:00,43167.5,43210.0,42880.0,43000.0,43200.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-07 10:00:00+00:00,42931.0,43158.5,42865.0,43000.0,43200.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-07 12:00:00+00:00,43146.0,43168.0,42886.5,43000.0,43200.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-07 14:00:00+00:00,43064.0,43322.0,42920.0,43000.0,43200.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-07 16:00:00+00:00,43511.0,43715.0,43016.0,43200.0,43400.0,1,True,False,False,True,43485.43176886301,,,43400.0,,False,False,False,False,False,False
2024-02-07 18:00:00+00:00,43627.0,43699.0,43450.0,43400.0,43600.0,1,True,False,True,False,42176.84378060818,,,43400.0,,False,False,False,False,False,False
2024-02-07 20:00:00+00:00,44208.0,44374.0,43626.0,44000.0,44200.0,1,True,False,True,False,42283.47502448654,,,43400.0,,False,False,False,False,False,False
2024-02-07 22:00:00+00:00,44361.5,44361.5,44146.5,44000.0,44200.0,1,True,False,True,False,42708.780019589234,,,43400.0,,False,False,False,False,False,False
2024-02-08 00:00:00+00:00,44665.5,44700.5,44349.0,44400.0,44600.0,1,True,False,True,False,43007.37401567139,,,43400.0,,False,False,False,False,False,False
2024-02-08 02:00:00+00:00,44540.0,44762.0,44540.0,44400.0,44600.0,1,True,False,True,False,43259.499212537106,,,43400.0,,False,False,False,False,False,False
2024-02-08 04:00:00+00:00,44569.0,44646.0,44494.5,44400.0,44600.0,1,True,False,True,False,43335.84937002969,,,43400.0,,False,False,False,False,False,False
2024-02-08 06:00:00+00:00,44522.0,44579.5,44444.5,44400.0,44600.0,1,True,False,True,False,43416.47949602375,,,43400.0,,False,False,False,False,False,False
2024-02-08 08:00:00+00:00,44700.0,44791.5,44523.0,44400.0,44600.0,1,True,False,True,False,43565.233596819,,,43400.0,,False,False,False,False,False,False
2024-02-08 10:00:00+00:00,44709.0,44887.0,44692.0,44400.0,44600.0,1,True,False,True,False,43759.8868774552,,,43400.0,,False,False,False,False,False,False
2024-02-08 12:00:00+00:00,44983.0,44990.0,44621.5,44600.0,44800.0,1,True,False,True,False,43759.8868774552,,,43400.0,,False,False,False,False,False,False
2024-02-08 14:00:00+00:00,45438.0,45467.0,44881.0,45200.0,45400.0,1,True,False,True,False,43810.40760157133,,,43400.0,,False,False,False,False,False,False
2024-02-08 16:00:00+00:00,45058.0,45486.5,44934.0,45200.0,45400.0,1,True,False,True,False,43810.40760157133,,,43400.0,,False,False,False,False,False,False
2024-02-08 18:00:00+00:00,45285.5,45438.0,45028.0,45200.0,45400.0,1,True,False,True,False,43810.40760157133,,,43400.0,,False,False,False,False,False,False
2024-02-08 20:00:00+00:00,45317.0,45610.0,45278.5,45200.0,45400.0,1,True,False,True,False,43935.61069200452,,,43400.0,,False,False,False,False,False,False
2024-02-08 22:00:00+00:00,45290.0,45405.5,45251.0,45200.0,45400.0,1,True,False,True,False,43997.738553603616,,,43400.0,,False,False,False,False,False,False
2024-02-09 00:00:00+00:00,45496.0,45497.5,45250.5,45200.0,45400.0,1,True,False,True,False,44111.99084288289,,,43400.0,,False,False,False,False,False,False
2024-02-09 02:00:00+00:00,46081.5,46389.0,45456.5,45800.0,46000.0,1,True,False,True,False,44167.14267430631,,,43400.0,,False,False,False,False,False,False
