trade_number,entry_type,exit_type,entry_datetime,exit_datetime,direction,entry_price,exit_price,size_qty,actual_quantity,size_value,lot_notional_usd,gross_pnl,net_pnl,net_pnl_inr,net_pnl_pct,favorable_excursion,favorable_excursion_pct,adverse_excursion,adverse_excursion_pct,cumulative_pnl,cumulative_pnl_inr,cumulative_pnl_pct,margin_required,taker_fees_usd,slippage_usd,slippage_applied,funding_usd,insurance_usd,tax_usd,total_charges_usd,stop_loss
1,SELL,ST_FLIP_GREEN,2025-07-10T05:00:00,2025-07-10T07:00:00,short,111195.5,111257.5,100,0.1,11119.55,100.0,-6.2,-16.31,-1370.04,-0.02,0,0.0,62,0.06,-16.31,-1370.04,-0.02,1111.96,0.1,10,5.0,0.01,0,0.0,10.11,111319.5
2,BUY,ST_FLIP_RED,2025-07-10T07:00:00,2025-07-10T08:00:00,long,111257.5,111133.5,100,0.1,11125.75,100.0,-12.4,-22.51,-1890.84,-0.02,0,0.0,124,0.11,-38.82,-3260.88,-0.04,1112.58,0.1,10,5.0,0.01,0,0.0,10.11,111133.5
3,SELL,ST_FLIP_GREEN,2025-07-10T08:00:00,2025-07-10T11:00:00,short,111133.5,111195.5,100,0.1,11113.35,100.0,-6.2,-16.31,-1370.04,-0.02,0,0.0,62,0.06,-55.13,-4630.92,-0.06,1111.34,0.1,10,5.0,0.01,0,0.0,10.11,111257.5
4,BUY,ST_FLIP_RED,2025-07-10T11:00:00,2025-07-10T14:00:00,long,111195.5,111133.5,100,0.1,11119.55,100.0,-6.2,-16.31,-1370.04,-0.02,0,0.0,62,0.06,-71.44,-6000.96,-0.07,1111.96,0.1,10,5.0,0.01,0,0.0,10.11,111071.5
5,SELL,ST_FLIP_GREEN,2025-07-10T14:00:00,2025-07-10T20:00:00,short,111133.5,111071.5,100,0.1,11113.35,100.0,6.2,-3.91,-328.44,-0.0,62,0.06,0,0.0,-75.35,-6329.4,-0.08,1111.34,0.1,10,5.0,0.01,0,0.0,10.11,111257.5
6,BUY,ST_FLIP_RED,2025-07-10T20:00:00,2025-07-10T23:00:00,long,111071.5,113179.5,100,0.1,11107.15,100.0,210.8,200.69,16857.96,0.2,2108,1.9,0,0.0,125.34,10528.56,0.13,1110.72,0.1,10,5.0,0.01,0,0.0,10.11,110947.5
7,SELL,ST_FLIP_GREEN,2025-07-10T23:00:00,2025-07-11T00:00:00,short,113179.5,113303.5,100,0.1,11317.95,100.0,-12.4,-22.51,-1890.84,-0.02,0,0.0,124,0.11,102.83,8637.72,0.1,1131.8,0.1,10,5.0,0.01,0,0.0,10.11,113303.5
8,BUY,ST_FLIP_RED,2025-07-11T00:00:00,2025-07-11T04:00:00,long,113303.5,115721.5,100,0.1,11330.35,100.0,241.8,231.69,19461.96,0.23,2418,2.13,0,0.0,334.52,28099.68,0.33,1133.04,0.1,10,5.0,0.01,0,0.0,10.11,113179.5
9,SELL,ST_FLIP_GREEN,2025-07-11T04:00:00,2025-07-11T06:00:00,short,115721.5,115721.5,100,0.1,11572.15,100.0,0.0,-10.11,-849.24,-0.01,0,0.0,0,0.0,324.41,27250.44,0.32,1157.22,0.1,10,5.0,0.01,0,0.0,10.11,115845.5
10,BUY,ST_FLIP_RED,2025-07-11T06:00:00,2025-07-11T12:00:00,long,115721.5,117891.5,100,0.1,11572.15,100.0,217.0,206.89,17378.76,0.21,2170,1.88,0,0.0,531.3,44629.2,0.53,1157.22,0.1,10,5.0,0.01,0,0.0,10.11,115597.5
11,SELL,ST_FLIP_GREEN,2025-07-11T12:00:00,2025-07-11T13:00:00,short,117891.5,118015.5,100,0.1,11789.15,100.0,-12.4,-22.51,-1890.84,-0.02,0,0.0,124,0.11,508.79,42738.36,0.51,1178.92,0.1,10,5.0,0.01,0,0.0,10.11,118015.5
12,BUY,ST_FLIP_RED,2025-07-11T13:00:00,2025-07-11T16:00:00,long,118015.5,118015.5,100,0.1,11801.55,100.0,0.0,-10.11,-849.24,-0.01,0,0.0,0,0.0,498.68,41889.12,0.5,1180.16,0.1,10,5.0,0.01,0,0.0,10.11,117891.5
13,SELL,ST_FLIP_GREEN,2025-07-11T16:00:00,2025-07-11T19:00:00,short,118015.5,117829.5,100,0.1,11801.55,100.0,18.6,8.49,713.16,0.01,186,0.16,0,0.0,507.17,42602.28,0.51,1180.16,0.1,10,5.0,0.01,0,0.0,10.11,118139.5
14,BUY,ST_FLIP_RED,2025-07-11T19:00:00,2025-07-11T20:00:00,long,117829.5,117767.5,100,0.1,11782.95,100.0,-6.2,-16.31,-1370.04,-0.02,0,0.0,62,0.05,490.86,41232.24,0.49,1178.3,0.1,10,5.0,0.01,0,0.0,10.11,117705.5
15,SELL,ST_FLIP_GREEN,2025-07-11T20:00:00,2025-07-11T22:00:00,short,117767.5,117519.5,100,0.1,11776.75,100.0,24.8,14.69,1233.96,0.01,248,0.21,0,0.0,505.55,42466.2,0.51,1177.67,0.1,10,5.0,0.01,0,0.0,10.11,117891.5
16,BUY,ST_FLIP_RED,2025-07-11T22:00:00,2025-07-11T23:00:00,long,117519.5,117395.5,100,0.1,11751.95,100.0,-12.4,-22.51,-1890.84,-0.02,0,0.0,124,0.11,483.04,40575.36,0.48,1175.2,0.1,10,5.0,0.01,0,0.0,10.11,117395.5
17,SELL,ST_FLIP_GREEN,2025-07-11T23:00:00,2025-07-12T00:00:00,short,117395.5,117519.5,100,0.1,11739.55,100.0,-12.4,-22.51,-1890.84,-0.02,0,0.0,124,0.11,460.53,38684.52,0.46,1173.96,0.1,10,5.0,0.01,0,0.0,10.11,117519.5
