trade_number,entry_type,exit_type,entry_datetime,exit_datetime,direction,entry_price,exit_price,size_qty,actual_quantity,size_value,lot_notional_usd,gross_pnl,net_pnl,net_pnl_inr,net_pnl_pct,favorable_excursion,favorable_excursion_pct,adverse_excursion,adverse_excursion_pct,cumulative_pnl,cumulative_pnl_inr,cumulative_pnl_pct,margin_required,taker_fees_usd,slippage_usd,slippage_applied,funding_usd,insurance_usd,tax_usd,total_charges_usd,stop_loss
1,SELL_A,ST_FLIP_GREEN,2025-06-27 06:00:00,2025-06-29 10:00:00,short,106737.5,107937.5,100,0.1,10673.75,100.0,-120,-130.16,-10933.86,-0.13,0,0.0,1200,1.12,-130.16,-10933.86,-0.13,1067.38,0.1,10,5.0,0.07,0,0.0,10.16,0
2,SELL_A,ST_FLIP_GREEN,2025-06-30 06:00:00,2025-07-02 04:00:00,short,107737.5,106537.5,100,0.1,10773.75,100.0,120,109.84,9226.77,0.11,1200,1.11,0,0.0,-20.32,-1707.09,-0.02,1077.38,0.1,10,5.0,0.06,0,0.0,10.16,0
3,BUY_A,ST_FLIP_RED,2025-07-02 14:00:00,2025-07-03 14:00:00,long,108537.5,109137.5,100,0.1,10853.75,100.0,60,49.87,4189.08,0.05,600,0.55,0,0.0,29.55,2481.99,0.03,1085.38,0.1,10,5.0,0.03,0,0.0,10.13,0
4,SELL_A,ST_FLIP_GREEN,2025-07-04 06:00:00,2025-07-06 12:00:00,short,108937.5,108537.5,100,0.1,10893.75,100.0,40,29.83,2505.93,0.03,400,0.37,0,0.0,59.38,4987.92,0.06,1089.38,0.1,10,5.0,0.07,0,0.0,10.17,0
5,BUY_A,ST_FLIP_RED,2025-07-06 20:00:00,2025-07-07 14:00:00,long,109137.5,108337.5,100,0.1,10913.75,100.0,-80,-90.12,-7570.29,-0.09,0,0.0,800,0.73,-30.74,-2582.37,-0.03,1091.38,0.1,10,5.0,0.02,0,0.0,10.12,0
6,BUY_A,ST_FLIP_RED,2025-07-08 16:00:00,2025-07-11 14:00:00,long,108937.5,117337.5,100,0.1,10893.75,100.0,840,829.81,69704.25,0.83,8400,7.71,0,0.0,799.07,67121.88,0.8,1089.38,0.1,10,5.0,0.09,0,0.0,10.19,0
7,SELL_A,ST_FLIP_GREEN,2025-07-11 22:00:00,2025-07-15 12:00:00,short,117537.5,117937.5,100,0.1,11753.75,100.0,-40,-50.21,-4217.43,-0.05,0,0.0,400,0.34,748.86,62904.45,0.75,1175.38,0.1,10,5.0,0.11,0,0.0,10.21,0
8,SELL_A,ST_FLIP_GREEN,2025-07-15 14:00:00,2025-07-15 16:00:00,short,116737.5,117337.5,100,0.1,11673.75,100.0,-60,-70.1,-5888.61,-0.07,0,0.0,600,0.51,678.76,57015.84,0.68,1167.38,0.1,10,5.0,0.0,0,0.0,10.1,0
9,BUY_A,ST_FLIP_RED,2025-07-15 20:00:00,2025-07-17 00:00:00,long,117337.5,118137.5,100,0.1,11733.75,100.0,80,69.86,5868.66,0.07,800,0.68,0,0.0,748.63,62884.5,0.75,1173.38,0.1,10,5.0,0.04,0,0.0,10.13,0
10,BUY_A,ST_FLIP_RED,2025-07-17 08:00:00,2025-07-17 22:00:00,long,118737.5,119137.5,100,0.1,11873.75,100.0,40,29.88,2510.13,0.03,400,0.34,0,0.0,778.51,65394.63,0.78,1187.38,0.1,10,5.0,0.02,0,0.0,10.12,0
11,SELL_A,ST_FLIP_GREEN,2025-07-18 06:00:00,2025-07-20 14:00:00,short,119737.5,118537.5,100,0.1,11973.75,100.0,120,109.83,9225.72,0.11,1200,1.0,0,0.0,888.34,74620.35,0.89,1197.38,0.1,10,5.0,0.07,0,0.0,10.17,0
12,SELL_A,ST_FLIP_GREEN,2025-07-20 22:00:00,2025-07-21 02:00:00,short,117337.5,118537.5,100,0.1,11733.75,100.0,-120,-130.1,-10928.82,-0.13,0,0.0,1200,1.02,758.23,63691.53,0.76,1173.38,0.1,10,5.0,0.01,0,0.0,10.11,0
13,SELL_A,ST_FLIP_GREEN,2025-07-21 14:00:00,2025-07-22 06:00:00,short,118337.5,117737.5,100,0.1,11833.75,100.0,60,49.88,4189.92,0.05,600,0.51,0,0.0,808.11,67881.45,0.81,1183.38,0.1,10,5.0,0.02,0,0.0,10.12,0
14,BUY_A,ST_FLIP_RED,2025-07-22 08:00:00,2025-07-22 12:00:00,long,118337.5,118137.5,100,0.1,11833.75,100.0,-20,-30.11,-2528.82,-0.03,0,0.0,200,0.17,778.01,65352.63,0.78,1183.38,0.1,10,5.0,0.01,0,0.0,10.11,0
15,BUY_A,ST_FLIP_RED,2025-07-22 20:00:00,2025-07-23 02:00:00,long,119337.5,118937.5,100,0.1,11933.75,100.0,-40,-50.11,-4209.03,-0.05,0,0.0,400,0.34,727.9,61143.6,0.73,1193.38,0.1,10,5.0,0.01,0,0.0,10.11,0
16,BUY_A,ST_FLIP_RED,2025-07-23 18:00:00,2025-07-24 04:00:00,long,118537.5,117737.5,100,0.1,11853.75,100.0,-80,-90.11,-7569.45,-0.09,0,0.0,800,0.67,637.79,53574.15,0.64,1185.38,0.1,10,5.0,0.01,0,0.0,10.11,0
17,SELL_A,ST_FLIP_GREEN,2025-07-25 02:00:00,2025-07-25 10:00:00,short,117337.5,116337.5,100,0.1,11733.75,100.0,100,89.89,7550.76,0.09,1000,0.85,0,0.0,727.68,61124.91,0.73,1173.38,0.1,10,5.0,0.01,0,0.0,10.11,0
18,BUY_A,ST_FLIP_RED,2025-07-25 16:00:00,2025-07-28 14:00:00,long,115937.5,118337.5,100,0.1,11593.75,100.0,240,229.81,19304.25,0.23,2400,2.07,0,0.0,957.49,80429.16,0.96,1159.38,0.1,10,5.0,0.09,0,0.0,10.19,0
19,SELL_A,ST_FLIP_GREEN,2025-07-29 14:00:00,2025-07-31 00:00:00,short,118337.5,117937.5,100,0.1,11833.75,100.0,40,29.86,2508.03,0.03,400,0.34,0,0.0,987.35,82937.19,0.99,1183.38,0.1,10,5.0,0.04,0,0.0,10.14,0
20,BUY_A,ST_FLIP_RED,2025-07-31 02:00:00,2025-07-31 16:00:00,long,118337.5,117537.5,100,0.1,11833.75,100.0,-80,-90.12,-7569.87,-0.09,0,0.0,800,0.68,897.23,75367.32,0.9,1183.38,0.1,10,5.0,0.02,0,0.0,10.12,0
21,BUY_A,ST_FLIP_RED,2025-08-01 20:00:00,2025-08-05 06:00:00,long,113937.5,114137.5,100,0.1,11393.75,100.0,20,9.8,822.99,0.01,200,0.18,0,0.0,907.03,76190.31,0.91,1139.38,0.1,10,5.0,0.1,0,0.0,10.2,0
22,SELL_A,ST_FLIP_GREEN,2025-08-05 14:00:00,2025-08-05 22:00:00,short,112937.5,113937.5,100,0.1,11293.75,100.0,-100,-110.11,-9249.24,-0.11,0,0.0,1000,0.89,796.92,66941.07,0.8,1129.38,0.1,10,5.0,0.01,0,0.0,10.11,0
23,BUY_A,ST_FLIP_RED,2025-08-06 04:00:00,2025-08-08 14:00:00,long,113937.5,116337.5,100,0.1,11393.75,100.0,240,229.83,19305.51,0.23,2400,2.11,0,0.0,1026.75,86246.58,1.03,1139.38,0.1,10,5.0,0.07,0,0.0,10.17,0
24,SELL_A,ST_FLIP_GREEN,2025-08-09 00:00:00,2025-08-09 08:00:00,short,116537.5,117337.5,100,0.1,11653.75,100.0,-80,-90.11,-7569.24,-0.09,0,0.0,800,0.69,936.64,78677.34,0.94,1165.38,0.1,10,5.0,0.01,0,0.0,10.11,0
25,BUY_A,ST_FLIP_RED,2025-08-10 22:00:00,2025-08-11 10:00:00,long,119137.5,120937.5,100,0.1,11913.75,100.0,180,169.88,14270.34,0.17,1800,1.51,0,0.0,1106.52,92947.68,1.11,1191.38,0.1,10,5.0,0.01,0,0.0,10.12,0
26,SELL_A,ST_FLIP_GREEN,2025-08-11 10:00:00,2025-08-12 14:00:00,short,120737.5,119537.5,100,0.1,12073.75,100.0,120,109.86,9228.66,0.11,1200,0.99,0,0.0,1216.39,102176.34,1.22,1207.38,0.1,10,5.0,0.04,0,0.0,10.13,0
27,BUY_A,ST_FLIP_RED,2025-08-12 18:00:00,2025-08-13 14:00:00,long,119737.5,120737.5,100,0.1,11973.75,100.0,100,89.88,7549.5,0.09,1000,0.84,0,0.0,1306.26,109725.84,1.31,1197.38,0.1,10,5.0,0.03,0,0.0,10.12,0
28,SELL_A,ST_FLIP_GREEN,2025-08-14 04:00:00,2025-08-15 04:00:00,short,122137.5,118937.5,100,0.1,12213.75,100.0,320,309.87,26029.08,0.31,3200,2.62,0,0.0,1616.13,135754.92,1.62,1221.38,0.1,10,5.0,0.03,0,0.0,10.13,0
29,SELL_A,ST_FLIP_GREEN,2025-08-15 18:00:00,2025-08-16 00:00:00,short,116937.5,117937.5,100,0.1,11693.75,100.0,-100,-110.11,-9249.03,-0.11,0,0.0,1000,0.86,1506.02,126505.89,1.51,1169.38,0.1,10,5.0,0.01,0,0.0,10.11,0
30,BUY_A,ST_FLIP_RED,2025-08-17 04:00:00,2025-08-18 00:00:00,long,117737.5,117137.5,100,0.1,11773.75,100.0,-60,-70.12,-5890.5,-0.07,0,0.0,600,0.51,1435.9,120615.39,1.44,1177.38,0.1,10,5.0,0.03,0,0.0,10.12,0
31,SELL_A,ST_FLIP_GREEN,2025-08-19 14:00:00,2025-08-20 16:00:00,short,114737.5,113737.5,100,0.1,11473.75,100.0,100,89.87,7548.87,0.09,1000,0.87,0,0.0,1525.77,128164.26,1.53,1147.38,0.1,10,5.0,0.03,0,0.0,10.13,0
32,SELL_A,ST_FLIP_GREEN,2025-08-22 10:00:00,2025-08-22 14:00:00,short,112137.5,113337.5,100,0.1,11213.75,100.0,-120,-130.1,-10928.82,-0.13,0,0.0,1200,1.07,1395.66,117235.44,1.4,1121.38,0.1,10,5.0,0.01,0,0.0,10.11,0
33,SELL_A,ST_FLIP_GREEN,2025-08-24 02:00:00,2025-08-25 14:00:00,short,115137.5,112337.5,100,0.1,11513.75,100.0,280,269.86,22667.82,0.27,2800,2.43,0,0.0,1665.52,139903.26,1.67,1151.38,0.1,10,5.0,0.04,0,0.0,10.14,0
34,BUY_A,ST_FLIP_RED,2025-08-26 18:00:00,2025-08-27 06:00:00,long,110937.5,110537.5,100,0.1,11093.75,100.0,-40,-50.12,-4209.66,-0.05,0,0.0,400,0.36,1615.4,135693.6,1.62,1109.38,0.1,10,5.0,0.01,0,0.0,10.12,0
35,BUY_A,ST_FLIP_RED,2025-08-27 10:00:00,2025-08-28 18:00:00,long,111337.5,111937.5,100,0.1,11133.75,100.0,60,49.86,4188.24,0.05,600,0.54,0,0.0,1665.26,139881.84,1.67,1113.38,0.1,10,5.0,0.04,0,0.0,10.14,0
36,SELL_A,ST_FLIP_GREEN,2025-08-28 18:00:00,2025-08-30 02:00:00,short,111937.5,108537.5,100,0.1,11193.75,100.0,340,329.86,27708.24,0.33,3400,3.04,0,0.0,1995.12,167590.08,2.0,1119.38,0.1,10,5.0,0.04,0,0.0,10.14,0
37,BUY_A,ST_FLIP_RED,2025-08-31 16:00:00,2025-08-31 22:00:00,long,109137.5,108337.5,100,0.1,10913.75,100.0,-80,-90.11,-7569.03,-0.09,0,0.0,800,0.73,1905.01,160021.05,1.91,1091.38,0.1,10,5.0,0.01,0,0.0,10.11,0
38,BUY_A,ST_FLIP_RED,2025-09-01 06:00:00,2025-09-01 20:00:00,long,108937.5,108537.5,100,0.1,10893.75,100.0,-40,-50.12,-4209.87,-0.05,0,0.0,400,0.37,1854.9,155811.18,1.85,1089.38,0.1,10,5.0,0.02,0,0.0,10.12,0
39,BUY_A,ST_FLIP_RED,2025-09-01 22:00:00,2025-09-04 02:00:00,long,108937.5,111137.5,100,0.1,10893.75,100.0,220,209.84,17626.14,0.21,2200,2.02,0,0.0,2064.73,173437.32,2.06,1089.38,0.1,10,5.0,0.07,0,0.0,10.16,0
40,BUY_A,ST_FLIP_RED,2025-09-05 12:00:00,2025-09-05 14:00:00,long,112937.5,111937.5,100,0.1,11293.75,100.0,-100,-110.1,-9248.61,-0.11,0,0.0,1000,0.89,1954.63,164188.71,1.95,1129.38,0.1,10,5.0,0.0,0,0.0,10.1,0
41,SELL_A,ST_FLIP_GREEN,2025-09-06 14:00:00,2025-09-08 08:00:00,short,110337.5,111337.5,100,0.1,11033.75,100.0,-100,-110.15,-9252.81,-0.11,0,0.0,1000,0.91,1844.48,154935.9,1.84,1103.38,0.1,10,5.0,0.05,0,0.0,10.15,0
42,SELL_A,ST_FLIP_GREEN,2025-09-09 14:00:00,2025-09-10 06:00:00,short,111937.5,111937.5,100,0.1,11193.75,100.0,0,-10.12,-850.08,-0.01,0,0.0,0,0.0,1834.36,154085.82,1.83,1119.38,0.1,10,5.0,0.02,0,0.0,10.12,0
43,SELL_A,ST_FLIP_GREEN,2025-09-11 14:00:00,2025-09-15 04:00:00,short,114337.5,116337.5,100,0.1,11433.75,100.0,-200,-210.21,-17657.43,-0.21,0,0.0,2000,1.75,1624.15,136428.39,1.62,1143.38,0.1,10,5.0,0.11,0,0.0,10.21,0
44,SELL_A,ST_FLIP_GREEN,2025-09-15 08:00:00,2025-09-16 04:00:00,short,114937.5,115737.5,100,0.1,11493.75,100.0,-80,-90.12,-7570.5,-0.09,0,0.0,800,0.7,1534.02,128857.89,1.53,1149.38,0.1,10,5.0,0.03,0,0.0,10.12,0
45,BUY_A,ST_FLIP_RED,2025-09-16 14:00:00,2025-09-17 14:00:00,long,115737.5,115937.5,100,0.1,11573.75,100.0,20,9.87,829.08,0.01,200,0.17,0,0.0,1543.89,129686.97,1.54,1157.38,0.1,10,5.0,0.03,0,0.0,10.13,0
46,SELL_A,ST_FLIP_GREEN,2025-09-18 22:00:00,2025-09-24 04:00:00,short,117137.5,112737.5,100,0.1,11713.75,100.0,440,429.74,36098.37,0.43,4400,3.76,0,0.0,1973.64,165785.34,1.97,1171.38,0.1,10,5.0,0.16,0,0.0,10.26,0
47,SELL_A,ST_FLIP_GREEN,2025-09-25 16:00:00,2025-09-26 12:00:00,short,110937.5,109737.5,100,0.1,11093.75,100.0,120,109.88,9229.5,0.11,1200,1.08,0,0.0,2083.51,175014.84,2.08,1109.38,0.1,10,5.0,0.03,0,0.0,10.12,0
48,SELL_A,ST_FLIP_GREEN,2025-09-26 14:00:00,2025-09-30 18:00:00,short,108937.5,113937.5,100,0.1,10893.75,100.0,-500,-510.23,-42858.9,-0.51,0,0.0,5000,4.59,1573.29,132155.94,1.57,1089.38,0.1,10,5.0,0.12,0,0.0,10.22,0
49,SELL_A,ST_FLIP_GREEN,2025-10-02 20:00:00,2025-10-03 14:00:00,short,120137.5,120937.5,100,0.1,12013.75,100.0,-80,-90.12,-7570.29,-0.09,0,0.0,800,0.67,1483.16,124585.65,1.48,1201.38,0.1,10,5.0,0.02,0,0.0,10.12,0
50,SELL_A,ST_FLIP_GREEN,2025-10-04 10:00:00,2025-10-06 00:00:00,short,121937.5,123937.5,100,0.1,12193.75,100.0,-200,-210.15,-17652.39,-0.21,0,0.0,2000,1.64,1273.02,106933.26,1.27,1219.38,0.1,10,5.0,0.05,0,0.0,10.15,0
51,BUY_A,ST_FLIP_RED,2025-10-06 12:00:00,2025-10-07 02:00:00,long,124337.5,124337.5,100,0.1,12433.75,100.0,0,-10.12,-849.87,-0.01,0,0.0,0,0.0,1262.9,106083.39,1.26,1243.38,0.1,10,5.0,0.02,0,0.0,10.12,0
52,SELL_A,ST_FLIP_GREEN,2025-10-07 02:00:00,2025-10-08 08:00:00,short,124337.5,122137.5,100,0.1,12433.75,100.0,220,209.86,17628.45,0.21,2200,1.77,0,0.0,1472.76,123711.84,1.47,1243.38,0.1,10,5.0,0.04,0,0.0,10.14,0
53,BUY_A,ST_FLIP_RED,2025-10-08 08:00:00,2025-10-09 00:00:00,long,122137.5,123137.5,100,0.1,12213.75,100.0,100,89.88,7549.92,0.09,1000,0.82,0,0.0,1562.64,131261.76,1.56,1221.38,0.1,10,5.0,0.02,0,0.0,10.12,0
54,SELL_A,ST_FLIP_GREEN,2025-10-09 00:00:00,2025-10-11 02:00:00,short,123137.5,112137.5,100,0.1,12313.75,100.0,1100,1089.84,91546.35,1.09,11000,8.93,0,0.0,2652.48,222808.11,2.65,1231.38,0.1,10,5.0,0.06,0,0.0,10.16,0
55,BUY_A,ST_FLIP_RED,2025-10-11 08:00:00,2025-10-11 20:00:00,long,110737.5,111137.5,100,0.1,11073.75,100.0,40,29.88,2510.34,0.03,400,0.36,0,0.0,2682.36,225318.45,2.68,1107.38,0.1,10,5.0,0.01,0,0.0,10.12,0
