trade_number,entry_type,exit_type,entry_datetime,exit_datetime,direction,entry_price,exit_price,size_qty,actual_quantity,size_value,lot_notional_usd,gross_pnl,net_pnl,net_pnl_inr,net_pnl_pct,favorable_excursion,favorable_excursion_pct,adverse_excursion,adverse_excursion_pct,cumulative_pnl,cumulative_pnl_inr,cumulative_pnl_pct,margin_required,taker_fees_usd,slippage_usd,slippage_applied,funding_usd,insurance_usd,tax_usd,total_charges_usd,stop_loss
1,SELL_B,ST_FLIP_GREEN,2024-01-16T08:00:00,2024-01-24T04:00:00,short,45545,39151,100,0.1,4554.5,100.0,639.4,629.29,52860.36,0.63,6394,14.04,0,0.0,629.29,52860.36,0.63,455.45,0.1,10,5.0,0.01,0,0.0,10.11,45637
2,BUY_B,ST_FLIP_RED,2024-01-24T04:00:00,2024-01-29T06:00:00,long,39151,42049,100,0.1,3915.1,100.0,289.8,279.69,23493.96,0.28,2898,7.4,0,0.0,908.98,76354.32,0.91,391.51,0.1,10,5.0,0.01,0,0.0,10.11,39059
3,SELL_B,ST_FLIP_GREEN,2024-01-29T06:00:00,2024-01-29T12:00:00,short,42049,42187,100,0.1,4204.9,100.0,-13.8,-23.91,-2008.44,-0.02,0,0.0,138,0.33,885.07,74345.88,0.89,420.49,0.1,10,5.0,0.01,0,0.0,10.11,42141
4,BUY_A,ST_FLIP_RED,2024-01-29T12:00:00,2024-01-31T06:00:00,long,42371,43245,100,0.1,4237.1,100.0,87.4,77.29,6492.36,0.08,874,2.06,0,0.0,962.36,80838.24,0.96,423.71,0.1,10,5.0,0.01,0,0.0,10.11,42279
5,SELL_B,ST_FLIP_GREEN,2024-01-31T06:00:00,2024-02-01T14:00:00,short,43245,42371,100,0.1,4324.5,100.0,87.4,77.29,6492.36,0.08,874,2.02,0,0.0,1039.65,87330.6,1.04,432.45,0.1,10,5.0,0.01,0,0.0,10.11,43337
6,BUY_B,ST_FLIP_RED,2024-02-01T14:00:00,2024-02-02T08:00:00,long,42371,42969,100,0.1,4237.1,100.0,59.8,49.69,4173.96,0.05,598,1.41,0,0.0,1089.34,91504.56,1.09,423.71,0.1,10,5.0,0.01,0,0.0,10.11,42279
7,SELL_B,ST_FLIP_GREEN,2024-02-02T08:00:00,2024-02-02T10:00:00,short,42969,43107,100,0.1,4296.9,100.0,-13.8,-23.91,-2008.44,-0.02,0,0.0,138,0.32,1065.43,89496.12,1.07,429.69,0.1,10,5.0,0.01,0,0.0,10.11,43061
8,BUY_A,ST_FLIP_RED,2024-02-02T10:00:00,2024-02-02T12:00:00,long,43199,43061,100,0.1,4319.9,100.0,-13.8,-23.91,-2008.44,-0.02,0,0.0,138,0.32,1041.52,87487.68,1.04,431.99,0.1,10,5.0,0.01,0,0.0,10.11,43107
9,SELL_B,ST_FLIP_GREEN,2024-02-02T12:00:00,2024-02-02T14:00:00,short,43061,42785,100,0.1,4306.1,100.0,27.6,17.49,1469.16,0.02,276,0.64,0,0.0,1059.01,88956.84,1.06,430.61,0.1,10,5.0,0.01,0,0.0,10.11,43153
10,BUY_A,ST_FLIP_RED,2024-02-02T14:00:00,2024-02-02T16:00:00,long,42785,43107,100,0.1,4278.5,100.0,32.2,22.09,1855.56,0.02,322,0.75,0,0.0,1081.1,90812.4,1.08,427.85,0.1,10,5.0,0.01,0,0.0,10.11,42693
11,SELL_A,ST_FLIP_GREEN,2024-02-02T16:00:00,2024-02-02T18:00:00,short,43107,43061,100,0.1,4310.7,100.0,4.6,-5.51,-462.84,-0.01,46,0.11,0,0.0,1075.59,90349.56,1.08,431.07,0.1,10,5.0,0.01,0,0.0,10.11,43199
12,BUY_A,ST_FLIP_RED,2024-02-02T18:00:00,2024-02-02T20:00:00,long,43107,42969,100,0.1,4310.7,100.0,-13.8,-23.91,-2008.44,-0.02,0,0.0,138,0.32,1051.68,88341.12,1.05,431.07,0.1,10,5.0,0.01,0,0.0,10.11,43015
13,SELL_B,ST_FLIP_GREEN,2024-02-02T20:00:00,2024-02-02T22:00:00,short,42969,43153,100,0.1,4296.9,100.0,-18.4,-28.51,-2394.84,-0.03,0,0.0,184,0.43,1023.17,85946.28,1.02,429.69,0.1,10,5.0,0.01,0,0.0,10.11,43061
14,BUY_B,ST_FLIP_RED,2024-02-02T22:00:00,2024-02-03T06:00:00,long,43153,43107,100,0.1,4315.3,100.0,-4.6,-14.71,-1235.64,-0.01,0,0.0,46,0.11,1008.46,84710.64,1.01,431.53,0.1,10,5.0,0.01,0,0.0,10.11,43061
15,SELL_A,ST_FLIP_GREEN,2024-02-03T06:00:00,2024-02-03T14:00:00,short,43107,43153,100,0.1,4310.7,100.0,-4.6,-14.71,-1235.64,-0.01,0,0.0,46,0.11,993.75,83475.0,0.99,431.07,0.1,10,5.0,0.01,0,0.0,10.11,43199
16,BUY_A,ST_FLIP_RED,2024-02-03T14:00:00,2024-02-03T18:00:00,long,43153,43061,100,0.1,4315.3,100.0,-9.2,-19.31,-1622.04,-0.02,0,0.0,92,0.21,974.44,81852.96,0.97,431.53,0.1,10,5.0,0.01,0,0.0,10.11,43061
17,SELL_B,ST_FLIP_GREEN,2024-02-03T18:00:00,2024-02-04T10:00:00,short,43061,43015,100,0.1,4306.1,100.0,4.6,-5.51,-462.84,-0.01,46,0.11,0,0.0,968.93,81390.12,0.97,430.61,0.1,10,5.0,0.01,0,0.0,10.11,43153
18,BUY_A,ST_FLIP_RED,2024-02-04T10:00:00,2024-02-04T12:00:00,long,43015,42969,100,0.1,4301.5,100.0,-4.6,-14.71,-1235.64,-0.01,0,0.0,46,0.11,954.22,80154.48,0.95,430.15,0.1,10,5.0,0.01,0,0.0,10.11,42923
19,SELL_A,ST_FLIP_GREEN,2024-02-04T12:00:00,2024-02-04T20:00:00,short,42969,42785,100,0.1,4296.9,100.0,18.4,8.29,696.36,0.01,184,0.43,0,0.0,962.51,80850.84,0.96,429.69,0.1,10,5.0,0.01,0,0.0,10.11,43061
20,BUY_A,ST_FLIP_RED,2024-02-04T20:00:00,2024-02-04T22:00:00,long,42785,42647,100,0.1,4278.5,100.0,-13.8,-23.91,-2008.44,-0.02,0,0.0,138,0.32,938.6,78842.4,0.94,427.85,0.1,10,5.0,0.01,0,0.0,10.11,42693
21,SELL_A,ST_FLIP_GREEN,2024-02-04T22:00:00,2024-02-05T02:00:00,short,42601,42693,100,0.1,4260.1,100.0,-9.2,-19.31,-1622.04,-0.02,0,0.0,92,0.22,919.29,77220.36,0.92,426.01,0.1,10,5.0,0.01,0,0.0,10.11,42693
22,BUY_B,ST_FLIP_RED,2024-02-05T02:00:00,2024-02-05T14:00:00,long,42693,43291,100,0.1,4269.3,100.0,59.8,49.69,4173.96,0.05,598,1.4,0,0.0,968.98,81394.32,0.97,426.93,0.1,10,5.0,0.01,0,0.0,10.11,42601
23,SELL_B,ST_FLIP_GREEN,2024-02-05T14:00:00,2024-02-05T16:00:00,short,43291,42739,100,0.1,4329.1,100.0,55.2,45.09,3787.56,0.05,552,1.28,0,0.0,1014.07,85181.88,1.01,432.91,0.1,10,5.0,0.01,0,0.0,10.11,43383
24,BUY_B,ST_FLIP_RED,2024-02-05T16:00:00,2024-02-05T20:00:00,long,42739,42601,100,0.1,4273.9,100.0,-13.8,-23.91,-2008.44,-0.02,0,0.0,138,0.32,990.16,83173.44,0.99,427.39,0.1,10,5.0,0.01,0,0.0,10.11,42647
25,SELL_A,ST_FLIP_GREEN,2024-02-05T20:00:00,2024-02-05T22:00:00,short,42509,42509,100,0.1,4250.9,100.0,0.0,-10.11,-849.24,-0.01,0,0.0,0,0.0,980.05,82324.2,0.98,425.09,0.1,10,5.0,0.01,0,0.0,10.11,42601
26,BUY_B,ST_FLIP_RED,2024-02-05T22:00:00,2024-02-06T10:00:00,long,42509,42831,100,0.1,4250.9,100.0,32.2,22.09,1855.56,0.02,322,0.76,0,0.0,1002.14,84179.76,1.0,425.09,0.1,10,5.0,0.01,0,0.0,10.11,42417
27,SELL_A,ST_FLIP_GREEN,2024-02-06T10:00:00,2024-02-06T14:00:00,short,42831,42969,100,0.1,4283.1,100.0,-13.8,-23.91,-2008.44,-0.02,0,0.0,138,0.32,978.23,82171.32,0.98,428.31,0.1,10,5.0,0.01,0,0.0,10.11,42923
28,BUY_A,ST_FLIP_RED,2024-02-06T14:00:00,2024-02-06T16:00:00,long,43015,43153,100,0.1,4301.5,100.0,13.8,3.69,309.96,0.0,138,0.32,0,0.0,981.92,82481.28,0.98,430.15,0.1,10,5.0,0.01,0,0.0,10.11,42923
