trade_number,entry_type,exit_type,entry_datetime,exit_datetime,direction,entry_price,exit_price,size_qty,actual_quantity,size_value,lot_notional_usd,gross_pnl,net_pnl,net_pnl_inr,net_pnl_pct,favorable_excursion,favorable_excursion_pct,adverse_excursion,adverse_excursion_pct,cumulative_pnl,cumulative_pnl_inr,cumulative_pnl_pct,margin_required,taker_fees_usd,slippage_usd,funding_usd,insurance_usd,tax_usd,total_charges_usd,stop_loss
11,RE_ENTRY,DOUBLE_TOP,2025-07-22 04:00:00,2025-07-22 23:00:00,short,116736.0,119154.5,100,0.1,11673.6,100.0,-241.85,-246.97,-20745.8,-0.25,0.0,0.0,2418.5,2.07,-2293.97,-192693.59,-2.29,1167.36,0.1,5,0.02,0,0.0,5.12,118818.0
12,RE_ENTRY,DOUBLE_TOP,2025-07-23 16:00:00,2025-07-24 08:00:00,short,117349.0,119035.0,100,0.1,11734.9,100.0,-168.6,-173.72,-14592.48,-0.17,0.0,0.0,1686.0,1.44,-2467.69,-207286.07,-2.47,1173.49,0.1,5,0.02,0,0.0,5.12,120005.0
13,RE_ENTRY,DOUBLE_TOP,2025-07-25 06:00:00,2025-07-27 22:00:00,short,115396.0,116516.0,100,0.1,11539.6,100.0,-112.0,-117.18,-9843.12,-0.12,0.0,0.0,1120.0,0.97,-2584.87,-217129.19,-2.58,1153.96,0.1,5,0.08,0,0.0,5.18,119033.0
14,RE_ENTRY,DOUBLE_TOP,2025-07-28 17:00:00,2025-07-29 03:00:00,short,114946.0,119498.0,100,0.1,11494.6,100.0,-455.2,-460.31,-38666.25,-0.46,0.0,0.0,4552.0,3.96,-3045.18,-255795.44,-3.05,1149.46,0.1,5,0.01,0,0.0,5.11,116516.0
15,RE_ENTRY,DOUBLE_TOP,2025-08-01 08:00:00,2025-08-04 16:00:00,short,115373.0,114867.0,100,0.1,11537.3,100.0,50.6,45.4,3813.6,0.05,506.0,0.44,0.0,0.0,-2999.78,-251981.84,-3.0,1153.73,0.1,5,0.1,0,0.0,5.2,118504.0
16,RE_ENTRY,DOUBLE_TOP,2025-08-05 14:00:00,2025-08-07 19:00:00,short,113935.5,115378.5,100,0.1,11393.55,100.0,-144.3,-149.47,-12555.17,-0.15,0.0,0.0,1443.0,1.27,-3149.25,-264537.0,-3.15,1139.36,0.1,5,0.07,0,0.0,5.17,115295.5
17,RE_ENTRY,DOUBLE_TOP,2025-08-15 19:00:00,2025-08-20 22:00:00,short,117827.5,114160.5,100,0.1,11782.75,100.0,366.7,361.45,30361.49,0.36,3667.0,3.11,0.0,0.0,-2787.8,-234175.52,-2.79,1178.28,0.1,5,0.15,0,0.0,5.25,123884.0
18,RE_ENTRY,DOUBLE_TOP,2025-08-25 00:00:00,2025-08-27 17:00:00,short,112575.0,111862.0,100,0.1,11257.5,100.0,71.3,66.12,5553.97,0.07,713.0,0.63,0.0,0.0,-2721.68,-228621.54,-2.72,1125.75,0.1,5,0.08,0,0.0,5.18,115389.5
19,RE_ENTRY,DOUBLE_TOP,2025-08-29 14:00:00,2025-08-31 18:00:00,short,109590.0,109351.0,100,0.1,10959.0,100.0,23.9,18.74,1573.74,0.02,239.0,0.22,0.0,0.0,-2702.95,-227047.8,-2.7,1095.9,0.1,5,0.07,0,0.0,5.17,112519.0
20,RE_ENTRY,DOUBLE_TOP,2025-09-01 10:00:00,2025-09-01 12:00:00,short,107380.5,109400.5,100,0.1,10738.05,100.0,-202.0,-207.1,-17396.61,-0.21,0.0,0.0,2020.0,1.88,-2910.05,-244444.41,-2.91,1073.81,0.1,5,0.0,0,0.0,5.1,109100.5
21,RE_ENTRY,DOUBLE_TOP,2025-09-04 15:00:00,2025-09-05 07:00:00,short,110360.5,111465.5,100,0.1,11036.05,100.0,-110.5,-115.62,-9712.08,-0.12,0.0,0.0,1105.0,1.0,-3025.67,-254156.49,-3.03,1103.61,0.1,5,0.02,0,0.0,5.12,112220.5
22,RE_ENTRY,DOUBLE_TOP,2025-09-05 21:00:00,2025-09-09 06:00:00,short,110530.0,112598.5,100,0.1,11053.0,100.0,-206.85,-212.05,-17812.31,-0.21,0.0,0.0,2068.5,1.87,-3237.72,-271968.8,-3.24,1105.3,0.1,5,0.1,0,0.0,5.2,113171.0
23,RE_ENTRY,DOUBLE_TOP,2025-09-10 00:00:00,2025-09-12 18:00:00,short,110841.0,115807.5,100,0.1,11084.1,100.0,-496.65,-501.83,-42153.93,-0.5,0.0,0.0,4966.5,4.48,-3739.56,-314122.73,-3.74,1108.41,0.1,5,0.08,0,0.0,5.18,113001.5
24,RE_ENTRY,DOUBLE_TOP,2025-09-15 08:00:00,2025-09-16 05:00:00,short,115035.5,116488.5,100,0.1,11503.55,100.0,-145.3,-150.43,-12635.81,-0.15,0.0,0.0,1453.0,1.26,-3889.98,-326758.53,-3.89,1150.36,0.1,5,0.03,0,0.0,5.13,116030.0
25,RE_ENTRY,DOUBLE_TOP,2025-09-22 19:00:00,2025-09-25 18:00:00,short,112465.0,113671.5,100,0.1,11246.5,100.0,-120.65,-125.84,-10570.45,-0.13,0.0,0.0,1206.5,1.07,-4015.82,-337328.99,-4.02,1124.65,0.1,5,0.09,0,0.0,5.19,115921.0
26,RE_ENTRY,DOUBLE_TOP,2025-09-25 23:00:00,2025-09-28 23:00:00,short,108805.0,109857.5,100,0.1,10880.5,100.0,-105.25,-110.44,-9276.96,-0.11,0.0,0.0,1052.5,0.97,-4126.26,-346605.95,-4.13,1088.05,0.1,5,0.09,0,0.0,5.19,113671.5
27,RE_ENTRY,DOUBLE_TOP,2025-10-05 19:00:00,2025-10-06 01:00:00,short,121545.0,125180.5,100,0.1,12154.5,100.0,-363.55,-368.66,-30967.23,-0.37,0.0,0.0,3635.5,2.99,-4494.92,-377573.18,-4.49,1215.45,0.1,5,0.01,0,0.0,5.11,122460.5
28,RE_ENTRY,DOUBLE_TOP,2025-10-07 23:00:00,2025-10-08 17:00:00,short,120851.0,122895.0,100,0.1,12085.1,100.0,-204.4,-209.52,-17599.89,-0.21,0.0,0.0,2044.0,1.69,-4704.44,-395173.07,-4.7,1208.51,0.1,5,0.02,0,0.0,5.12,124882.0
29,RE_ENTRY,DOUBLE_TOP,2025-10-09 16:00:00,2025-10-13 01:00:00,short,121215.0,111784.0,100,0.1,12121.5,100.0,943.1,937.9,78783.5,0.94,9431.0,7.78,0.0,0.0,-3766.54,-316389.57,-3.77,1212.15,0.1,5,0.1,0,0.0,5.2,123997.5
30,RE_ENTRY,DOUBLE_TOP,2025-10-13 14:00:00,2025-10-14 11:00:00,short,114139.0,115739.0,100,0.1,11413.9,100.0,-160.0,-165.13,-13870.6,-0.17,0.0,0.0,1600.0,1.4,-3931.67,-330260.18,-3.93,1141.39,0.1,5,0.03,0,0.0,5.13,115180.5
31,RE_ENTRY,DOUBLE_TOP,2025-10-14 12:00:00,2025-10-14 21:00:00,short,110582.0,112834.5,100,0.1,11058.2,100.0,-225.25,-230.36,-19350.35,-0.23,0.0,0.0,2252.5,2.04,-4162.03,-349610.52,-4.16,1105.82,0.1,5,0.01,0,0.0,5.11,115739.0
32,RE_ENTRY,DOUBLE_TOP,2025-10-15 15:00:00,2025-10-17 11:00:00,short,111990.5,109113.0,100,0.1,11199.05,100.0,287.75,282.6,23737.98,0.28,2877.5,2.57,0.0,0.0,-3879.43,-325872.54,-3.88,1119.91,0.1,5,0.06,0,0.0,5.15,113071.0
33,RE_ENTRY,DOUBLE_TOP,2025-10-17 14:00:00,2025-10-18 01:00:00,short,104497.5,107243.0,100,0.1,10449.75,100.0,-274.55,-279.66,-23491.76,-0.28,0.0,0.0,2745.5,2.63,-4159.1,-349364.3,-4.16,1044.97,0.1,5,0.01,0,0.0,5.11,109113.0
34,RE_ENTRY,DOUBLE_TOP,2025-10-29 16:00:00,2025-10-30 14:00:00,short,112391.5,111324.5,100,0.1,11239.15,100.0,106.7,101.57,8532.09,0.1,1067.0,0.95,0.0,0.0,-4057.53,-340832.21,-4.06,1123.92,0.1,5,0.03,0,0.0,5.13,115308.5
35,RE_ENTRY,DOUBLE_TOP,2025-10-30 19:00:00,2025-10-31 04:00:00,short,107592.5,109595.5,100,0.1,10759.25,100.0,-200.3,-205.41,-17254.55,-0.21,0.0,0.0,2003.0,1.86,-4262.94,-358086.75,-4.26,1075.92,0.1,5,0.01,0,0.0,5.11,111324.5
