trade_number,entry_type,exit_type,entry_datetime,exit_datetime,direction,entry_price,exit_price,size_qty,actual_quantity,size_value,lot_notional_usd,gross_pnl,net_pnl,net_pnl_inr,net_pnl_pct,favorable_excursion,favorable_excursion_pct,adverse_excursion,adverse_excursion_pct,cumulative_pnl,cumulative_pnl_inr,cumulative_pnl_pct,margin_required,taker_fees_usd,slippage_usd,slippage_applied,funding_usd,insurance_usd,tax_usd,total_charges_usd,stop_loss
1,BUY_A,ST_FLIP_RED,2025-07-02T08:00:00,2025-07-03T04:00:00,long,105967,108757,1000,1,105967,100,2790,2779.89,233510.76,2.78,2790,2.63,0,0,2779.89,233510.76,2.78,10596.7,0.1,10,5,0.01,0,0,10.11,105595
2,SELL_B,ST_FLIP_GREEN,2025-07-03T04:00:00,2025-07-03T10:00:00,short,108757,109315,1000,1,108757,100,-558,-568.11,-47721.24,-0.57,0,0,558,0.51,2211.78,185789.52,2.21,10875.7,0.1,10,5,0.01,0,0,10.11,109129
3,SELL_B,ST_FLIP_GREEN,2025-07-03T20:00:00,2025-07-05T02:00:00,short,109129,108199,1000,1,109129,100,930,919.89,77270.76,0.92,930,0.85,0,0,3131.67,263060.28,3.13,10912.9,0.1,10,5,0.01,0,0,10.11,109501
4,SELL_B,ST_FLIP_GREEN,2025-07-05T06:00:00,2025-07-05T08:00:00,short,107641,108385,1000,1,107641,100,-744,-754.11,-63345.24,-0.75,0,0,744,0.69,2377.56,199715.04,2.38,10764.1,0.1,10,5,0.01,0,0,10.11,108013
5,BUY_B,ST_FLIP_RED,2025-07-05T08:00:00,2025-07-06T22:00:00,long,108385,108385,1000,1,108385,100,0,-10.11,-849.24,-0.01,0,0,0,0,2367.45,198865.8,2.37,10838.5,0.1,10,5,0.01,0,0,10.11,108013
6,BUY_B,ST_FLIP_RED,2025-07-07T02:00:00,2025-07-07T04:00:00,long,109129,108943,1000,1,109129,100,-186,-196.11,-16473.24,-0.2,0,0,186,0.17,2171.34,182392.56,2.17,10912.9,0.1,10,5,0.01,0,0,10.11,108757
7,SELL_A,ST_FLIP_GREEN,2025-07-07T04:00:00,2025-07-08T04:00:00,short,108943,108199,1000,1,108943,100,744,733.89,61646.76,0.73,744,0.68,0,0,2905.23,244039.32,2.91,10894.3,0.1,10,5,0.01,0,0,10.11,109315
8,BUY_A,ST_FLIP_RED,2025-07-08T04:00:00,2025-07-08T06:00:00,long,108385,108013,1000,1,108385,100,-372,-382.11,-32097.24,-0.38,0,0,372,0.34,2523.12,211942.08,2.52,10838.5,0.1,10,5,0.01,0,0,10.11,108013
9,SELL_A,ST_FLIP_GREEN,2025-07-08T06:00:00,2025-07-08T12:00:00,short,107827,108385,1000,1,107827,100,-558,-568.11,-47721.24,-0.57,0,0,558,0.52,1955.01,164220.84,1.96,10782.7,0.1,10,5,0.01,0,0,10.11,108199
10,BUY_B,ST_FLIP_RED,2025-07-08T12:00:00,2025-07-09T08:00:00,long,108385,108385,1000,1,108385,100,0,-10.11,-849.24,-0.01,0,0,0,0,1944.9,163371.6,1.94,10838.5,0.1,10,5,0.01,0,0,10.11,108013
11,SELL_A,ST_FLIP_GREEN,2025-07-09T08:00:00,2025-07-09T10:00:00,short,108199,108757,1000,1,108199,100,-558,-568.11,-47721.24,-0.57,0,0,558,0.52,1376.79,115650.36,1.38,10819.9,0.1,10,5,0.01,0,0,10.11,108571
12,BUY_A,ST_FLIP_RED,2025-07-09T10:00:00,2025-07-09T18:00:00,long,108757,108757,1000,1,108757,100,0,-10.11,-849.24,-0.01,0,0,0,0,1366.68,114801.12,1.37,10875.7,0.1,10,5,0.01,0,0,10.11,108385
13,SELL_A,ST_FLIP_GREEN,2025-07-09T18:00:00,2025-07-09T22:00:00,short,108757,109501,1000,1,108757,100,-744,-754.11,-63345.24,-0.75,0,0,744,0.68,612.57,51455.88,0.61,10875.7,0.1,10,5,0.01,0,0,10.11,109129
14,BUY_B,ST_FLIP_RED,2025-07-09T22:00:00,2025-07-11T20:00:00,long,109501,117499,1000,1,109501,100,7998,7987.89,670982.76,7.99,7998,7.3,0,0,8600.46,722438.64,8.6,10950.1,0.1,10,5,0.01,0,0,10.11,109129
