Time,Contract,Qty,Side,Filled/Remaining,Exec.Price,Order Price,Stop Price,Order Value,Trading Fees,Cashflow,Realised P&L,Order Type,Status,Explanation,Client Order ID,Order ID
2026-08-20 13:30:08.982952+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,69863.75000000,70082.20000000,,6986.37500000,4.12196125,0,0,limit_order,closed,,,2169573891
2026-08-20 13:30:04.764688+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,69845.54000000,139629.60000000,,6984.55400000,4.12088686,-19.454,-19.454,market_order,closed,,,2169573884
2026-08-20 13:30:07.397981+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,70208.20000000,,0,,,market_order,cancelled,cancelled_by_user,,2169571473
2026-08-20 13:00:09.017128+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,69651.00000000,69422.80000000,,6965.10000000,4.109409,0,0,limit_order,closed,,,2169571464
2026-08-20 13:00:05.817417+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,69659.00000000,0.10000000,,6965.90000000,4.109881,5.193,5.193,market_order,closed,,,2169571460
2026-08-20 13:00:08.145672+05:30 IST Asia/Kolkata,BTCUSD,100,sell,0.00000000/100.00000000,,,69050.20000000,,0,,,market_order,cancelled,cancelled_by_user,,2169566990
2026-08-20 12:00:09.895475+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,69607.07000000,69838.40000000,,6960.70700000,4.10681713,0,0,limit_order,closed,,,2169566983
2026-08-20 12:00:04.911423+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,69594.79000000,139194.00000000,,6959.47900000,4.10609261,-19.308,-19.308,market_order,closed,,,2169566976
2026-08-20 12:00:08.233731+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,69956.90000000,,0,,,market_order,cancelled,cancelled_by_user,,2169564961
2026-08-20 11:30:09.704393+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,69401.71000000,69147.20000000,,6940.17100000,4.09470089,0,0,limit_order,closed,,,2169564953
2026-08-20 11:30:05.728962+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,69403.71000000,0.10000000,,6940.37100000,4.09481889,21.871,21.871,market_order,closed,,,2169564942
2026-08-20 11:30:08.531258+05:30 IST Asia/Kolkata,BTCUSD,100,sell,0.00000000/100.00000000,,,68631.50000000,,0,,,market_order,cancelled,cancelled_by_user,,2169554597
2026-08-20 09:30:10.361412+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,69185.00000000,69434.70000000,,6918.50000000,4.081915,0,0,limit_order,closed,,,2169554595
2026-08-20 09:30:05.586182+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,69185.00000000,138389.40000000,,6918.50000000,4.081915,31.2,31.2,market_order,closed,,,2169554591
2026-08-20 09:30:08.221572+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,70053.00000000,,0,,,market_order,cancelled,cancelled_by_user,,2169548202
2026-08-20 08:00:12.767368+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,69497.00000000,69233.00000000,,6949.70000000,4.100323,0,0,limit_order,closed,,,2169548198
2026-08-20 08:00:07.779915+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,69487.00000000,0.10000000,,6948.70000000,4.099733,-21.318,-21.318,market_order,closed,,,2169548191
2026-08-20 08:00:11.464480+05:30 IST Asia/Kolkata,BTCUSD,100,sell,0.00000000/100.00000000,,,69142.60000000,,0,,,market_order,cancelled,cancelled_by_user,,2169546400
2026-08-20 07:30:07.864981+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,69700.18000000,69956.80000000,,6970.01800000,4.11231062,0,0,limit_order,closed,,,2169546393
2026-08-20 07:30:04.314827+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,69711.16000000,139411.60000000,,6971.11600000,4.11295844,-35.216,-35.216,market_order,closed,,,2169546388
2026-08-20 07:30:06.944120+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,69913.90000000,,0,,,market_order,cancelled,cancelled_by_user,,2169542761
2026-08-20 06:30:08.847573+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,69359.00000000,69146.00000000,,6935.90000000,4.092181,0,0,limit_order,closed,,,2169542756
2026-08-20 06:30:04.299209+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,69368.00000000,0.10000000,,6936.80000000,4.092712,0.693,0.693,market_order,closed,,,2169542751
2026-08-20 06:30:07.686111+05:30 IST Asia/Kolkata,BTCUSD,100,sell,0.00000000/100.00000000,,,68806.20000000,,0,,,market_order,cancelled,cancelled_by_user,,2169538335
2026-08-20 05:00:08.015406+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,69361.07000000,69610.50000000,,6936.10700000,4.09230313,0,0,limit_order,closed,,,2169538332
2026-08-20 04:30:24.714632+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,69202.57000000,138534.70000000,,6920.25700000,4.08295163,-7.757,-7.757,market_order,closed,,,2169537232
2026-08-20 04:30:27.381846+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,69678.00000000,,0,,,market_order,cancelled,cancelled_by_user,,2169535819
2026-08-20 04:00:12.293786+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,69125.00000000,68877.60000000,,6912.50000000,4.078375,0,0,limit_order,closed,,,2169535813
2026-08-20 04:00:07.981995+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,69121.00000000,0.10000000,,6912.10000000,4.078139,70.5,70.5,market_order,closed,,,2169535809
2026-08-20 04:00:11.178573+05:30 IST Asia/Kolkata,BTCUSD,100,sell,0.00000000/100.00000000,,,67868.70000000,,0,,,market_order,cancelled,cancelled_by_user,,2169525646
2026-08-20 01:30:04.862811+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,68416.00000000,68648.80000000,,6841.60000000,4.036544,0,0,limit_order,closed,,,2169525640
2026-08-20 01:00:05.494331+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,68166.78000000,0.10000000,,6816.67800000,4.02184002,-4.734,-4.734,market_order,closed,,,2169523963
2026-08-20 01:00:09.334991+05:30 IST Asia/Kolkata,BTCUSD,100,sell,0.00000000/100.00000000,,,67668.40000000,,0,,,market_order,cancelled,cancelled_by_user,,2169514972
2026-08-19 23:26:50.978789+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,68214.12000000,68455.80000000,,6821.41200000,4.02463308,0,0,limit_order,closed,,,2169514958
2026-08-19 23:26:46.894375+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,68218.88000000,136418.40000000,,6821.88800000,4.02491392,27.459,27.459,market_order,closed,,,2169514947
2026-08-19 23:26:50.062804+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,69041.40000000,,0,,,market_order,cancelled,cancelled_by_user,,2169507109
2026-08-19 22:30:09.389573+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,68493.47000000,68196.20000000,,6849.34700000,4.04111473,0,0,limit_order,closed,,,2169507099
2026-08-19 22:30:04.780554+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,68516.30000000,0.10000000,,6851.63000000,4.0424617,419.458,419.458,market_order,closed,,,2169507080
2026-08-19 22:30:08.460100+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,63356.90000000,,0,,,market_order,cancelled,cancelled_by_user,,2169428821
2026-08-19 12:30:10.494743+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64321.72000000,64572.80000000,,6432.17200000,3.79498148,0,0,limit_order,closed,,,2169428812
2026-08-19 12:30:05.496758+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64326.23000000,128642.70000000,,6432.62300000,3.79524757,25.277,25.277,market_order,closed,,,2169428802
2026-08-19 12:30:09.098865+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,65547.70000000,,0,,,market_order,cancelled,cancelled_by_user,,2169393396
2026-08-19 06:00:25.847884+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64579.00000000,64329.00000000,,6457.90000000,3.810161,0,0,limit_order,closed,,,2169393393
2026-08-19 06:00:21.372670+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64579.00000000,0.10000000,,6457.90000000,3.810161,-11.7,-11.7,market_order,closed,,,2169393389
2026-08-19 06:00:24.940530+05:30 IST Asia/Kolkata,BTCUSD,100,sell,0.00000000/100.00000000,,,63725.60000000,,0,,,market_order,cancelled,cancelled_by_user,,2169391637
2026-08-19 05:00:09.135194+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64696.00000000,64946.10000000,,6469.60000000,3.817064,0,0,limit_order,closed,,,2169391634
2026-08-19 05:00:04.258298+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64696.00000000,129393.50000000,,6469.60000000,3.817064,-6,-6,market_order,closed,,,2169391612
2026-08-19 05:00:07.451139+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,65605.50000000,,0,,,market_order,cancelled,cancelled_by_user,,2169386626
2026-08-19 01:30:23.132795+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64636.00000000,64383.90000000,,6463.60000000,3.813524,0,0,limit_order,closed,,,2169386623
2026-08-19 00:00:06.213324+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64769.00000000,129554.60000000,,6476.90000000,3.821371,-13.3,-13.3,market_order,closed,,,2169382607
2026-08-19 00:00:09.172422+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,65605.50000000,,0,,,market_order,cancelled,cancelled_by_user,,2169380660
2026-08-18 23:30:04.240794+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64636.00000000,64390.40000000,,6463.60000000,3.813524,0,0,limit_order,closed,,,2169380658
2026-08-18 22:30:05.367163+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64810.00000000,129628.20000000,,6481.00000000,3.82379,-14.3,-14.3,market_order,closed,,,2169376192
2026-08-18 22:30:07.826219+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,65637.00000000,,0,,,market_order,cancelled,cancelled_by_user,,2169373387
2026-08-18 22:00:05.199794+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64667.00000000,64434.20000000,,6466.70000000,3.815353,0,0,limit_order,closed,,,2169373384
2026-08-18 21:00:06.275148+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64776.00000000,129546.90000000,,6477.60000000,3.821784,-5.5,-5.5,market_order,closed,,,2169367294
2026-08-18 21:00:09.869162+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,65691.80000000,,0,,,market_order,cancelled,cancelled_by_user,,2169363919
2026-08-18 20:30:08.970334+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64721.00000000,64460.30000000,,6472.10000000,3.818539,0,0,limit_order,closed,,,2169363909
