Time,Contract,Qty,Side,Filled/Remaining,Exec.Price,Order Price,Stop Price,Order Value,Trading Fees,Cashflow,Realised P&L,Order Type,Status,Explanation,Client Order ID,Order ID
2026-08-12 08:30:30.569144+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,63773.00000000,0.10000000,,6377.30000000,3.762607,0,0,market_order,closed,,,2168861728
2026-08-12 08:30:05.040952+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,63740.50000000,0.10000000,,6374.05000000,3.7606895,0.241,0.241,market_order,closed,,,2168861702
2026-08-17 07:00:07.909104+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,62463.30000000,,0,,,market_order,cancelled,cancelled_by_user,,2168858919
2026-08-12 06:30:21.966797+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,63738.09000000,127456.30000000,,6373.80900000,3.76054731,0,0,market_order,closed,,,2168858913
2026-08-12 05:00:06.488241+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,63582.00000000,0.10000000,,6358.20000000,3.751338,3.0275,3.0275,market_order,closed,,,2168858063
2026-08-17 07:00:09.710918+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,62280.70000000,,0,,,market_order,cancelled,cancelled_by_user,,2168856563
2026-08-12 01:30:09.862448+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,63551.72500000,127103.70000000,,6355.17250000,3.74955178,0,0,market_order,closed,,,2168856559
2026-08-12 01:30:06.146628+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,63551.71000000,127038.70000000,,6355.17100000,3.74955089,65.279,65.279,market_order,closed,,,2168856555
2026-08-17 07:00:09.027722+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,buy,0.00000000/100.00000000,,,65488.60000000,,0,,,market_order,cancelled,cancelled_by_user,,2168834497
2026-08-11 19:00:09.333976+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64204.50000000,0.10000000,,6420.45000000,3.7880655,0,0,market_order,closed,,,2168834493
2026-08-11 19:00:04.905030+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64199.00000000,0.10000000,,6419.90000000,3.787741,-6.45,-6.45,market_order,closed,,,2168834488
2026-08-13 22:11:11.773280+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,100.00000000/0.00000000,62970.61500000,0.10000000,62978.20000000,6297.06150000,3.71526629,-73.0885,-73.0885,market_order,closed,,,2168822962
2026-08-11 15:26:08.997157+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64263.50000000,128519.60000000,,6426.35000000,3.7915465,0,0,market_order,closed,,,2168822931
2026-08-11 15:09:46.639518+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,127887.70000000,,,0,,,market_order,cancelled,stale_order,,2168820651
2026-08-11 15:09:46.600471+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,127871.00000000,,,0,,,market_order,cancelled,stale_order,,2168820627
2026-08-11 11:00:05.198065+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,63950.00000000,0.10000000,,6395.00000000,3.77305,-9.538,-9.538,market_order,closed,,,2168815207
2026-08-14 13:54:29.645416+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,62764.50000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168807076
2026-08-11 07:00:04.836808+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64045.38000000,128095.30000000,,6404.53800000,3.77867743,0,0,market_order,closed,,,2168807074
2026-08-11 03:30:07.699285+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,63967.50000000,0.10000000,,6396.75000000,3.7740825,-7.1275,-7.1275,market_order,closed,,,2168804344
2026-08-14 13:54:29.708632+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,62758.00000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168802217
2026-08-11 01:00:32.369478+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64038.77500000,128116.30000000,,6403.87750000,3.77828773,0,0,market_order,closed,,,2168802210
2026-08-11 01:00:28.585579+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64055.52000000,128116.30000000,,6405.55200000,3.77927568,32.5745,32.5745,market_order,closed,,,2168802202
2026-08-17 07:00:08.950949+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,buy,0.00000000/100.00000000,,,65668.90000000,,0,,,market_order,cancelled,cancelled_by_user,,2168786624
2026-08-10 21:00:05.248780+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64381.26500000,0.10000000,,6438.12650000,3.79849464,0,0,market_order,closed,,,2168786619
2026-08-10 20:30:05.895087+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64588.50000000,0.10000000,,6458.85000000,3.8107215,-18.5195,-18.5195,market_order,closed,,,2168783536
2026-08-11 21:11:17.561135+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,63478.20000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168781103
2026-08-10 20:00:34.747580+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64773.69500000,129537.00000000,,6477.36950000,3.82164801,0,0,market_order,closed,,,2168781100
2026-08-10 20:00:31.169970+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64773.69000000,129537.00000000,,6477.36900000,3.82164771,-1.869,-1.869,market_order,closed,,,2168781097
2026-08-17 07:00:08.435798+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,buy,0.00000000/100.00000000,,,66050.10000000,,0,,,market_order,cancelled,cancelled_by_user,,2168780249
2026-08-10 19:49:26.307944+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64755.00000000,0.10000000,,6475.50000000,3.820545,0,0,market_order,closed,,,2168780246
2026-08-10 19:46:45.569236+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64695.13000000,129395.90000000,,6469.51300000,3.81701267,17.787,17.787,market_order,closed,,,2168780020
2026-08-17 07:00:08.560416+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,buy,0.00000000/100.00000000,,,66170.50000000,,0,,,market_order,cancelled,cancelled_by_user,,2168773850
2026-08-10 18:30:04.915158+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64873.00000000,0.10000000,,6487.30000000,3.827507,0,0,market_order,closed,,,2168773844
2026-08-10 17:31:41.834680+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,65171.03000000,130361.20000000,,6517.10300000,3.84509078,-21.903,-21.903,market_order,closed,,,2168769773
2026-08-17 07:00:08.839236+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,buy,0.00000000/100.00000000,,,66251.00000000,,0,,,market_order,cancelled,cancelled_by_user,,2168762424
2026-08-10 15:30:04.853884+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64952.00000000,0.10000000,,6495.20000000,3.832168,0,0,market_order,closed,,,2168762420
2026-08-10 15:00:05.706517+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,65136.50000000,0.10000000,,6513.65000000,3.8430535,11.918,11.918,market_order,closed,,,2168760828
2026-08-11 20:27:37.677734+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,63717.00000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168740756
2026-08-10 10:00:08.622870+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,65017.32000000,130057.10000000,,6501.73200000,3.83602189,0,0,market_order,closed,,,2168740753
2026-08-10 10:00:04.829192+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,65017.29000000,130057.10000000,,6501.72900000,3.83602011,-6.9655,-6.9655,market_order,closed,,,2168740748
2026-08-17 07:00:09.207820+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,buy,0.00000000/100.00000000,,,66246.60000000,,0,,,market_order,cancelled,cancelled_by_user,,2168738694
2026-08-10 09:30:08.988557+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64947.63500000,0.10000000,,6494.76350000,3.83191047,0,0,market_order,closed,,,2168738687
2026-08-10 09:30:05.337103+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64947.63500000,0.10000000,,6494.76350000,3.83191047,-14.7955,-14.7955,market_order,closed,,,2168738669
2026-08-11 00:08:05.709498+05:30 IST Asia/Kolkata,BTCUSD,100,sell,0.00000000/100.00000000,,,63793.70000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168736210
2026-08-10 08:30:08.891757+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,65095.59000000,130806.70000000,,6509.55900000,3.84063983,0,0,market_order,closed,,,2168736208
2026-08-10 08:30:05.280157+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,65095.22000000,130806.70000000,,6509.52200000,3.84061798,-14.7475,-14.7475,market_order,closed,,,2168736202
2026-08-17 07:00:09.819082+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,buy,0.00000000/100.00000000,,,66246.70000000,,0,,,market_order,cancelled,cancelled_by_user,,2168735109
2026-08-10 08:00:12.470563+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64947.74500000,0.10000000,,6494.77450000,3.83191696,0,0,market_order,closed,,,2168735103
2026-08-10 08:00:08.860621+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64947.47500000,0.10000000,,6494.74750000,3.83190103,-24.7215,-24.7215,market_order,closed,,,2168735102
2026-08-10 22:23:27.763659+05:30 IST Asia/Kolkata,BTCUSD,100,sell,0.00000000/100.00000000,,,63890.80000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168734006
2026-08-10 07:30:08.725696+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,65194.69000000,130400.90000000,,6519.46900000,3.84648671,0,0,market_order,closed,,,2168734002
2026-08-10 07:30:05.029278+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,65194.64000000,130399.10000000,,6519.46400000,3.84648377,-15.662,-15.662,market_order,closed,,,2168733997
2026-08-17 07:00:08.503918+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,buy,0.00000000/100.00000000,,,66338.80000000,,0,,,market_order,cancelled,cancelled_by_user,,2168730911
2026-08-10 04:30:09.042133+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,65038.02000000,0.10000000,,6503.80200000,3.83724318,0,0,market_order,closed,,,2168730909
2026-08-10 04:30:05.687193+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,65038.02000000,0.10000000,,6503.80200000,3.83724318,-18.695,-18.695,market_order,closed,,,2168730907
2026-08-10 22:15:41.744535+05:30 IST Asia/Kolkata,BTCUSD,100,sell,0.00000000/100.00000000,,,63920.50000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168730646
2026-08-10 04:00:21.771368+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,65224.97000000,130481.70000000,,6522.49700000,3.84827323,0,0,market_order,closed,,,2168730645
2026-08-10 02:00:22.734865+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,65120.50000000,0.10000000,,6512.05000000,3.8421095,17.15,17.15,market_order,closed,,,2168729091
2026-08-11 21:06:24.431513+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,63650.00000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168701653
2026-08-09 16:00:10.611644+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64949.00000000,129911.20000000,,6494.90000000,3.83199101,0,0,market_order,closed,,,2168701650
2026-08-09 16:00:07.210353+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64948.57000000,129914.50000000,,6494.85700000,3.83196564,-14.607,-14.607,market_order,closed,,,2168701646
2026-08-17 07:00:07.917959+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,buy,0.00000000/100.00000000,,,66098.60000000,,0,,,market_order,cancelled,cancelled_by_user,,2168697753
2026-08-09 14:30:06.714728+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64802.50000000,0.10000000,,6480.25000000,3.8233475,0,0,market_order,closed,,,2168697749
2026-08-09 14:00:07.581293+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64872.64000000,129748.20000000,,6487.26400000,3.82748576,12.836,12.836,market_order,closed,,,2168696397
2026-08-17 07:00:09.019030+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,buy,0.00000000/100.00000000,,,66301.00000000,,0,,,market_order,cancelled,cancelled_by_user,,2168676555
2026-08-09 03:30:53.927542+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,65001.00000000,0.10000000,,6500.10000000,3.835059,0,0,market_order,closed,,,2168676553
2026-08-09 03:30:50.220487+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,65003.50000000,0.10000000,,6500.35000000,3.8352065,-5.8625,-5.8625,market_order,closed,,,2168676550
2026-08-11 20:22:08.259890+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,63760.90000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168674729
2026-08-09 01:30:11.065452+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,65062.12500000,130369.40000000,,6506.21250000,3.83866539,0,0,market_order,closed,,,2168674726
2026-08-09 01:00:25.659179+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,65005.34500000,0.10000000,,6500.53450000,3.83531536,-0.404,-0.404,market_order,closed,,,2168674159
2026-08-11 20:27:37.735640+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,63709.20000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168626440
2026-08-08 09:00:30.137917+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,65009.38500000,130020.10000000,,6500.93850000,3.83555372,0,0,market_order,closed,,,2168626437
2026-08-08 04:30:22.194172+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64865.50000000,0.10000000,,6486.55000000,3.8270645,10.5015,10.5015,market_order,closed,,,2168621564
2026-08-11 21:11:31.065591+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,63465.30000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168614124
2026-08-07 23:30:21.034332+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64760.48500000,129516.40000000,,6476.04850000,3.82086862,0,0,market_order,closed,,,2168614117
2026-08-07 23:30:16.091954+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64756.54000000,129515.70000000,,6475.65400000,3.82063586,4.8435,4.8435,market_order,closed,,,2168614111
2026-08-17 07:00:09.265969+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,buy,0.00000000/100.00000000,,,66101.10000000,,0,,,market_order,cancelled,cancelled_by_user,,2168595526
2026-08-07 19:36:33.130541+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64804.97500000,0.10000000,,6480.49750000,3.82349353,0,0,market_order,closed,,,2168595523
2026-08-07 19:36:28.037360+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64828.31000000,129676.40000000,,6482.83100000,3.82487029,28.9965,28.9965,market_order,closed,,,2168595514
2026-08-17 07:00:08.148833+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,buy,0.00000000/100.00000000,,,66420.60000000,,0,,,market_order,cancelled,cancelled_by_user,,2168593002
2026-08-07 19:00:11.676899+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,65118.27500000,0.10000000,,6511.82750000,3.84197823,0,0,market_order,closed,,,2168592996
2026-08-07 19:00:06.859341+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,65131.63500000,0.10000000,,6513.16350000,3.84276647,17.997,17.997,market_order,closed,,,2168592988
2026-08-11 21:06:24.344316+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,63652.60000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168580610
2026-08-07 16:45:15.526255+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64951.66500000,129938.10000000,,6495.16650000,3.83214824,0,0,market_order,closed,,,2168580606
