Time,Contract,Qty,Side,Filled/Remaining,Exec.Price,Order Price,Stop Price,Order Value,Trading Fees,Cashflow,Realised P&L,Order Type,Status,Explanation,Client Order ID,Order ID
2026-08-07 18:00:02.818861+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,65287.70000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168414806
2026-08-04 23:31:37.824826+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64007.50000000,0.10000000,,6400.75000000,3.7764425,0,0,market_order,closed,,,2168414802
2026-08-04 23:31:34.243394+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,64005.50000000,0.10000000,,6400.55000000,3.7763245,-5.727,-5.727,market_order,closed,,,2168414797
2026-08-04 21:31:42.110094+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,62781.50000000,,0,,,market_order,cancelled,position_liquidated,,2168408206
2026-08-04 21:31:40.194545+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64062.77000000,128146.30000000,,6406.27700000,3.77970343,0,0,market_order,closed,,,2168408199
2026-08-04 21:31:36.432688+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,64062.77000000,128167.00000000,,6406.27700000,3.77970343,-41.977,-41.977,market_order,closed,,,2168408189
2026-08-06 00:34:19.057664+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,64915.90000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168400348
2026-08-04 19:31:39.808422+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,63643.00000000,0.10000000,,6364.30000000,3.754937,0,0,market_order,closed,,,2168400340
2026-08-04 19:31:35.858995+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,63634.50000000,0.10000000,,6363.45000000,3.7544355,-24.294,-24.294,market_order,closed,,,2168400332
2026-08-04 17:31:41.104936+05:30 IST Asia/Kolkata,BTCUSD,100.000000000000000000,sell,0.00000000/100.00000000,,,62599.90000000,,0,,,market_order,cancelled,position_liquidated,,2168394168
2026-08-04 17:31:39.022441+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,63877.44000000,127906.70000000,,6387.74400000,3.76876896,0,0,market_order,closed,,,2168394165
2026-08-04 17:31:34.718077+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,63877.44000000,127905.50000000,,6387.74400000,3.76876896,-33.144,-33.144,market_order,closed,,,2168394159
2026-08-05 23:44:21.901815+05:30 IST Asia/Kolkata,BTCUSD,100,buy,0.00000000/100.00000000,,,64816.90000000,,0,,,market_order,cancelled,no_position_for_reduce_only,,2168388084
2026-08-04 14:45:10.343751+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,63546.00000000,0.10000000,,6354.60000000,3.749214,0,0,market_order,closed,,,2168388082
2026-08-04 14:08:08.575124+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,63566.00000000,0.10000000,,6356.60000000,3.750394,95.4335,95.4335,market_order,closed,,,2168386971
2026-08-03 16:20:19.374271+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,62611.66500000,125229.10000000,,6261.16650000,3.69408824,0,0,market_order,closed,,,2168311649
2026-08-03 16:16:21.807156+05:30 IST Asia/Kolkata,BTCUSD,300,buy,300.00000000/0.00000000,62657.06333333,125359.10000000,,18797.11900000,11.09030022,-6.38921585,-6.38921585,market_order,closed,,,2168311341
2026-08-03 16:15:56.820826+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,62669.63500000,125322.00000000,,6266.96350000,3.69750847,-3.38690528,-3.38690528,market_order,closed,,,2168311298
2026-08-03 12:45:21.464574+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,62555.54000000,61305.60000000,,6255.55400000,3.69077686,0,0,limit_order,closed,,,2168307356
2026-08-03 12:45:20.247610+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,62556.78000000,125126.00000000,,6255.67800000,3.69085002,10.57279296,10.57279296,market_order,closed,,,2168307355
2026-08-03 12:36:04.078200+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,62631.50000000,0.10000000,,6263.15000000,3.6952585,0,0,market_order,closed,,,2168306891
2026-08-03 12:36:01.223312+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,62630.50000000,61377.90000000,,6263.05000000,3.6951995,0,0,limit_order,closed,,,2168306887
2026-08-03 12:35:59.770068+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,62630.52500000,125242.90000000,,6263.05250000,3.69520098,6.34908591,6.34908591,market_order,closed,,,2168306886
2026-08-03 12:34:25.754290+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,62584.27000000,125172.30000000,,6258.42700000,3.69247193,10.97458593,10.97458593,market_order,closed,,,2168306811
2026-08-03 12:26:18.299994+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,62627.50000000,61376.40000000,,6262.75000000,3.6950225,0,0,limit_order,closed,,,2168306368
2026-08-03 12:26:16.924921+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,62629.01000000,125267.00000000,,6262.90100000,3.69511159,8.71778124,8.71778124,market_order,closed,,,2168306366
2026-08-03 12:24:49.258144+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,62644.50000000,61392.40000000,,6264.45000000,3.6960255,0,0,limit_order,closed,,,2168306306
2026-08-03 12:24:47.898112+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,62645.28000000,125293.10000000,,6264.52800000,3.69607152,9.480375,9.480375,market_order,closed,,,2168306304
2026-08-03 12:15:24.357171+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,62628.50000000,0.10000000,,6262.85000000,3.6950815,0,0,market_order,closed,,,2168305890
2026-08-03 11:54:17.326542+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,62774.83500000,0.10000000,,6277.48350000,3.70371527,0,0,market_order,closed,,,2168304921
2026-08-03 11:52:23.949813+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,62778.50000000,0.10000000,,6277.85000000,3.7039315,0,0,market_order,closed,,,2168304818
2026-08-03 11:52:21.148897+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,62778.50000000,61537.10000000,,6277.85000000,3.7039315,0,0,limit_order,closed,,,2168304815
2026-08-03 11:52:20.043192+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,62792.91500000,125816.40000000,,6279.29150000,3.70478199,-1.8915,-1.8915,market_order,closed,,,2168304812
2026-08-03 11:50:50.664550+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,62774.00000000,0.10000000,,6277.40000000,3.703666,0,0,market_order,closed,,,2168304710
2026-08-03 11:50:47.881447+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,62775.50000000,61603.60000000,,6277.55000000,3.7037545,-7.9875,-7.9875,limit_order,closed,,,2168304705
2026-08-03 11:50:46.995354+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,62855.37500000,125830.60000000,,6285.53750000,3.70846714,0,0,market_order,closed,,,2168304704
2026-08-03 08:40:29.675330+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,63127.50000000,0.10000000,,6312.75000000,3.7245225,-349.1584,-349.1584,market_order,closed,,,2168297099
2026-08-03 05:35:40.357638+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,66619.08400000,127037.40000000,,6661.90840000,3.93052596,0,0,market_order,closed,,,2168292568
2026-08-03 05:30:01.520035+05:30 IST Asia/Kolkata,BTCUSD,100,buy,100.00000000/0.00000000,66001.00000000,127176.50000000,,6600.10000000,3.894059,-277.5265,-277.5265,market_order,closed,,,2168292436
2026-08-02 15:40:00.968873+05:30 IST Asia/Kolkata,BTCUSD,100,sell,100.00000000/0.00000000,63225.73500000,0.10000000,,6322.57350000,3.73031837,0,0,market_order,closed,,,2168264443
