Date,Time,Open,High,Low,Close,Volume
2026-06-08,02:00:00,63200.0,63245.0,62887.5,63104.0,379745.0
2026-06-08,03:00:00,63104.0,63446.0,62950.0,63107.5,414033.0
2026-06-08,04:00:00,63108.5,63156.5,62630.0,62660.5,704535.0
2026-06-08,05:00:00,62661.5,62806.5,62383.0,62746.5,901203.0
2026-06-08,06:00:00,62747.5,63126.5,62708.0,62964.0,662555.0
2026-06-08,07:00:00,62960.5,63327.5,62785.0,63266.5,789318.0
2026-06-08,08:00:00,63265.5,63265.5,62961.5,63107.5,527314.0
2026-06-08,09:00:00,63106.5,63553.5,63099.5,63476.5,880716.0
2026-06-08,10:00:00,63476.5,63531.5,63061.5,63137.0,735917.0
2026-06-08,11:00:00,63131.0,63855.5,63026.0,63453.0,1216818.0
2026-06-08,12:00:00,63463.0,63928.0,62676.0,63850.5,1733148.0
2026-06-08,13:00:00,63850.5,63926.5,63337.0,63727.5,1412662.0
2026-06-08,14:00:00,63737.5,64060.5,63538.5,63939.5,994084.0
2026-06-08,15:00:00,63940.5,64186.0,63676.5,63752.0,1482893.0
2026-06-08,16:00:00,63752.0,64021.5,63437.0,63503.5,1267848.0
2026-06-08,17:00:00,63503.5,63626.5,63220.0,63526.0,1264971.0
2026-06-08,18:00:00,63525.0,63666.0,63309.0,63445.0,704641.0
2026-06-08,19:00:00,63440.5,63576.5,63323.0,63351.5,360204.0
2026-06-08,20:00:00,63359.5,63466.0,63139.5,63466.0,414635.0
2026-06-08,21:00:00,63472.0,63836.0,63461.0,63696.5,354601.0
2026-06-08,22:00:00,63696.5,63696.5,63177.0,63414.5,314832.0
2026-06-08,23:00:00,63405.5,63574.0,62945.5,63067.0,355671.0
2026-06-09,00:00:00,63047.0,63164.0,62388.0,62531.0,516263.0
2026-06-09,01:00:00,62528.5,62853.5,62519.0,62739.5,349341.0
2026-06-09,02:00:00,62737.0,62855.0,62510.0,62845.5,420361.0
2026-06-09,03:00:00,62846.5,62952.5,62670.0,62847.0,503519.0
2026-06-09,04:00:00,62848.0,63407.5,62721.0,63219.5,754489.0
2026-06-09,05:00:00,63219.5,63506.5,63093.5,63324.0,570045.0
2026-06-09,06:00:00,63326.0,63494.0,63206.5,63286.0,406532.0
2026-06-09,07:00:00,63286.0,63430.0,62979.5,63176.5,598479.0
2026-06-09,08:00:00,63177.5,63189.5,62742.5,62822.5,638567.0
2026-06-09,09:00:00,62822.5,62924.5,62561.5,62688.5,668121.0
2026-06-09,10:00:00,62688.5,62807.0,62566.5,62756.0,525481.0
2026-06-09,11:00:00,62757.0,62793.5,62465.0,62686.5,713373.0
2026-06-09,12:00:00,62685.5,62875.5,62410.5,62618.5,988844.0
2026-06-09,13:00:00,62623.5,62725.5,62132.5,62250.0,1720304.0
2026-06-09,14:00:00,62250.0,62378.5,61112.0,61517.5,2815522.0
2026-06-09,15:00:00,61517.5,61689.0,61007.0,61110.0,1756906.0
2026-06-09,16:00:00,61108.5,61477.0,60761.0,61374.0,2201688.0
2026-06-09,17:00:00,61373.0,61865.5,61373.0,61674.0,1532766.0
2026-06-09,18:00:00,61674.5,61944.5,61574.0,61762.0,765988.0
2026-06-09,19:00:00,61763.0,62086.0,61690.5,62075.5,611140.0
2026-06-09,20:00:00,62075.5,62256.5,61925.0,62139.0,433183.0
2026-06-09,21:00:00,62139.0,62156.5,61668.0,61735.5,265624.0
2026-06-09,22:00:00,61754.0,61952.0,61640.0,61691.0,228187.0
2026-06-09,23:00:00,61693.5,61856.5,61523.0,61701.5,191168.0
2026-06-10,00:00:00,61701.5,61914.5,61415.0,61892.0,320791.0
2026-06-10,01:00:00,61893.0,61952.0,61550.0,61693.5,337330.0
2026-06-10,02:00:00,61694.0,61813.0,61207.0,61277.0,506107.0
2026-06-10,03:00:00,61278.0,61572.5,61256.0,61525.0,368556.0
2026-06-10,04:00:00,61527.5,61541.5,61159.5,61275.5,448440.0
2026-06-10,05:00:00,61277.5,61375.0,61051.5,61328.5,567420.0
2026-06-10,06:00:00,61328.5,61497.5,61114.5,61442.0,570162.0
2026-06-10,07:00:00,61438.5,61774.5,61406.5,61660.0,714355.0
2026-06-10,08:00:00,61660.5,61714.5,61134.5,61234.5,883006.0
2026-06-10,09:00:00,61237.5,61403.0,60706.0,61310.0,1228161.0
2026-06-10,10:00:00,61309.0,61433.5,61123.0,61356.0,532701.0
2026-06-10,11:00:00,61356.0,61412.0,60840.0,61009.0,791270.0
2026-06-10,12:00:00,61009.5,61899.5,60936.0,61537.5,1280853.0
2026-06-10,13:00:00,61537.5,62428.0,61414.0,62130.0,1795973.0
2026-06-10,14:00:00,62130.0,62237.0,61788.0,62177.5,1393633.0
2026-06-10,15:00:00,62177.5,62837.5,61820.5,62610.5,1974361.0
2026-06-10,16:00:00,62611.5,62623.5,61898.0,62201.5,1525347.0
2026-06-10,17:00:00,62201.5,62337.0,61622.0,61950.0,1484475.0
2026-06-10,18:00:00,61951.5,62136.5,61567.0,61856.0,867376.0
2026-06-10,19:00:00,61862.5,62044.5,61647.0,61914.5,550726.0
2026-06-10,20:00:00,61902.0,61925.0,61651.5,61777.0,290311.0
2026-06-10,21:00:00,61777.0,61780.0,61156.0,61329.5,434407.0
2026-06-10,22:00:00,61341.5,61554.5,61075.5,61360.0,231807.0
2026-06-10,23:00:00,61340.0,61589.0,61142.0,61490.5,169280.0
2026-06-11,00:00:00,61490.5,61962.5,61490.5,61800.5,259048.0
2026-06-11,01:00:00,61801.5,62351.5,61800.5,62186.5,361147.0
2026-06-11,02:00:00,62187.0,62285.0,61917.5,62120.5,460699.0
2026-06-11,03:00:00,62119.5,62877.5,61981.5,62663.0,549637.0
2026-06-11,04:00:00,62664.0,62833.5,62520.5,62698.5,486435.0
2026-06-11,05:00:00,62698.5,62703.5,62533.0,62588.5,328447.0
2026-06-11,06:00:00,62588.5,62980.0,62514.5,62740.0,765777.0
2026-06-11,07:00:00,62740.0,62819.0,62584.0,62699.0,471190.0
2026-06-11,08:00:00,62697.5,63032.0,62697.5,62934.0,500059.0
2026-06-11,09:00:00,62934.0,62977.5,62758.5,62896.0,410089.0
2026-06-11,10:00:00,62902.5,63193.5,62777.0,63127.0,625780.0
2026-06-11,11:00:00,63126.0,63243.0,63023.5,63084.0,643723.0
2026-06-11,12:00:00,63087.5,63180.5,62495.0,62984.0,1374511.0
2026-06-11,13:00:00,62985.0,63206.5,62653.0,63053.0,1133669.0
2026-06-11,14:00:00,63052.0,63057.5,62703.5,62705.5,1013619.0
2026-06-11,15:00:00,62709.0,62861.5,62506.0,62727.0,1007953.0
2026-06-11,16:00:00,62728.0,62816.5,62526.0,62552.5,690990.0
2026-06-11,17:00:00,62553.5,63648.5,62318.5,63621.0,2328895.0
2026-06-11,18:00:00,63618.0,63774.0,63295.0,63431.5,1062025.0
2026-06-11,19:00:00,63431.5,63911.0,63363.5,63573.0,710125.0
2026-06-11,20:00:00,63605.5,63636.5,63239.0,63372.0,387637.0
2026-06-11,21:00:00,63367.5,63574.0,63365.5,63494.0,144465.0
2026-06-11,22:00:00,63494.0,63647.5,63431.0,63473.0,104566.0
2026-06-11,23:00:00,63466.5,63701.5,63334.0,63604.5,138726.0
2026-06-12,00:00:00,63603.5,63780.0,63494.5,63623.5,173604.0
2026-06-12,01:00:00,63621.0,63621.0,63277.5,63409.5,281319.0
2026-06-12,02:00:00,63409.5,63765.0,63408.5,63595.0,304094.0
2026-06-12,03:00:00,63595.0,63627.0,63323.0,63497.0,267654.0
2026-06-12,04:00:00,63497.0,63850.0,63399.0,63676.0,430827.0
2026-06-12,05:00:00,63677.0,63702.0,63272.5,63323.5,494820.0
2026-06-12,06:00:00,63323.0,63393.5,62809.0,62961.5,953146.0
2026-06-12,07:00:00,62967.5,63173.5,62925.5,63072.0,461585.0
2026-06-12,08:00:00,63077.5,63594.0,63069.5,63447.0,872634.0
2026-06-12,09:00:00,63446.0,63938.0,63407.0,63736.5,945930.0
2026-06-12,10:00:00,63727.5,63830.0,63550.0,63672.0,589150.0
2026-06-12,11:00:00,63671.0,63862.5,63656.0,63735.0,558423.0
2026-06-12,12:00:00,63736.0,63752.0,63343.0,63440.5,866226.0
2026-06-12,13:00:00,63440.5,63515.0,63026.5,63206.0,1142529.0
2026-06-12,14:00:00,63209.5,63986.0,63176.0,63978.0,1910499.0
2026-06-12,15:00:00,63977.0,64369.5,63520.0,63564.0,2188387.0
2026-06-12,16:00:00,63564.0,63981.5,63482.5,63957.0,1015381.0
2026-06-12,17:00:00,63957.0,64088.0,63714.0,63843.5,820582.0
2026-06-12,18:00:00,63843.5,63913.5,63653.5,63667.5,652664.0
2026-06-12,19:00:00,63667.5,63797.5,63561.0,63561.0,380472.0
2026-06-12,20:00:00,63561.0,63671.0,63370.0,63423.0,278853.0
2026-06-12,21:00:00,63435.5,63610.0,63419.0,63456.0,177005.0
2026-06-12,22:00:00,63456.0,63640.0,63441.5,63492.5,84351.0
2026-06-12,23:00:00,63489.5,63560.5,63399.5,63552.5,93034.0
2026-06-13,00:00:00,63546.0,63626.0,63486.0,63575.0,133590.0
2026-06-13,01:00:00,63581.0,63825.5,63580.5,63808.0,224244.0
2026-06-13,02:00:00,63807.0,63813.0,63525.0,63618.0,260056.0
2026-06-13,03:00:00,63619.0,63701.5,63376.0,63500.5,351641.0
2026-06-13,04:00:00,63500.5,63626.0,63450.5,63481.0,311241.0
2026-06-13,05:00:00,63481.0,63571.0,63462.0,63561.5,182117.0
2026-06-13,06:00:00,63561.5,63725.0,63522.0,63713.0,368687.0
2026-06-13,07:00:00,63713.0,63867.0,63643.0,63830.5,457358.0
2026-06-13,08:00:00,63830.5,63896.5,63735.0,63778.5,485507.0
2026-06-13,09:00:00,63778.5,63839.5,63713.0,63715.5,264824.0
2026-06-13,10:00:00,63716.5,63890.0,63695.0,63819.0,347905.0
2026-06-13,11:00:00,63819.5,63955.0,63815.0,63942.0,392144.0
2026-06-13,12:00:00,63942.0,64194.5,63890.5,64110.0,557139.0
2026-06-13,13:00:00,64110.0,64225.0,64032.5,64078.0,592877.0
2026-06-13,14:00:00,64077.0,64215.5,64058.0,64195.5,312994.0
2026-06-13,15:00:00,64196.5,64326.5,64153.0,64272.0,648019.0
2026-06-13,16:00:00,64274.0,64283.0,63883.5,64003.0,1045328.0
2026-06-13,17:00:00,64003.0,64097.0,63909.0,63946.5,467066.0
2026-06-13,18:00:00,63945.5,64254.5,63945.5,64129.5,520856.0
2026-06-13,19:00:00,64128.5,64305.5,64117.5,64270.0,239844.0
2026-06-13,20:00:00,64270.0,64271.0,64201.0,64259.0,129569.0
2026-06-13,21:00:00,64260.0,64745.5,64196.0,64442.0,442193.0
2026-06-13,22:00:00,64435.0,64535.5,64355.0,64419.0,158983.0
2026-06-13,23:00:00,64425.0,64575.0,64357.5,64424.0,146767.0
2026-06-14,00:00:00,64411.5,64555.5,64344.0,64525.0,142020.0
2026-06-14,01:00:00,64526.0,64689.0,64471.5,64541.0,211907.0
2026-06-14,02:00:00,64540.0,64613.0,64442.5,64456.0,195042.0
2026-06-14,03:00:00,64457.0,64525.0,64427.5,64520.5,218026.0
2026-06-14,04:00:00,64521.5,64539.5,64287.0,64306.5,347074.0
2026-06-14,05:00:00,64306.5,64385.5,64264.5,64321.5,339557.0
2026-06-14,06:00:00,64325.0,64457.0,64216.0,64264.5,475161.0
2026-06-14,07:00:00,64263.5,64420.0,64196.0,64398.0,413170.0
2026-06-14,08:00:00,64399.0,64492.0,64359.0,64430.0,339720.0
2026-06-14,09:00:00,64429.0,64599.0,64287.5,64590.5,551290.0
2026-06-14,10:00:00,64590.5,64647.5,64464.5,64492.0,416312.0
2026-06-14,11:00:00,64491.0,64617.5,64424.5,64517.5,321605.0
2026-06-14,12:00:00,64524.5,64538.0,64261.5,64303.5,499036.0
2026-06-14,13:00:00,64303.5,64375.5,64213.0,64294.0,439316.0
2026-06-14,14:00:00,64293.0,64320.5,63836.0,63960.5,1104911.0
2026-06-14,15:00:00,63960.5,64130.5,63951.5,64002.0,520313.0
2026-06-14,16:00:00,63998.5,64190.0,63906.5,63920.5,594152.0
2026-06-14,17:00:00,63919.5,64002.5,63661.0,63712.0,816946.0
2026-06-14,18:00:00,63712.0,63795.0,63656.5,63790.5,368667.0
2026-06-14,19:00:00,63789.5,63838.0,63707.0,63783.0,197532.0
2026-06-14,20:00:00,63784.0,64075.5,63767.5,63985.0,281629.0
2026-06-14,21:00:00,63985.0,65659.0,63979.0,65291.5,1187933.0
2026-06-14,22:00:00,65291.5,65549.0,64927.0,65390.0,519899.0
2026-06-14,23:00:00,65396.5,65780.0,65229.5,65709.5,484812.0
2026-06-15,00:00:00,65708.5,65876.0,65449.0,65597.5,421902.0
2026-06-15,01:00:00,65597.5,65707.5,65321.0,65490.0,386439.0
2026-06-15,02:00:00,65490.0,65757.0,65390.0,65436.5,391841.0
2026-06-15,03:00:00,65436.5,65995.0,65400.0,65902.0,594444.0
2026-06-15,04:00:00,65901.0,65901.0,65607.5,65618.5,380239.0
2026-06-15,05:00:00,65618.5,65852.0,65584.0,65835.0,367216.0
2026-06-15,06:00:00,65835.5,65940.0,65744.0,65779.0,398988.0
2026-06-15,07:00:00,65779.0,65985.5,65600.0,65649.5,544960.0
2026-06-15,08:00:00,65648.5,65776.5,65586.5,65625.5,326626.0
2026-06-15,09:00:00,65627.0,65747.5,65474.5,65567.0,426215.0
2026-06-15,10:00:00,65566.0,65937.0,65551.0,65891.0,491063.0
2026-06-15,11:00:00,65888.5,66354.0,65813.5,66199.0,1117769.0
2026-06-15,12:00:00,66203.5,66577.0,66067.5,66536.0,947441.0
2026-06-15,13:00:00,66536.0,66922.5,66380.0,66417.0,1642141.0
2026-06-15,14:00:00,66417.0,66647.0,66271.5,66558.5,1005555.0
2026-06-15,15:00:00,66559.5,67262.0,66548.0,67256.0,1378601.0
2026-06-15,16:00:00,67256.0,67261.5,67059.0,67128.5,890094.0
2026-06-15,17:00:00,67128.5,67129.0,66641.5,66828.0,1236445.0
2026-06-15,18:00:00,66828.0,66907.5,66685.0,66732.5,430309.0
2026-06-15,19:00:00,66733.5,66863.5,66322.5,66575.5,707493.0
2026-06-15,20:00:00,66585.0,66662.5,66458.0,66496.0,186573.0
2026-06-15,21:00:00,66496.0,66542.0,66301.5,66344.0,154051.0
2026-06-15,22:00:00,66345.0,66453.5,66071.5,66176.5,305008.0
2026-06-15,23:00:00,66177.5,66341.0,66099.0,66293.0,141101.0
2026-06-16,00:00:00,66288.5,66434.0,66203.5,66224.0,230844.0
2026-06-16,01:00:00,66224.0,66392.5,66213.0,66316.0,141516.0
2026-06-16,02:00:00,66317.0,66339.5,65661.5,65720.5,756859.0
2026-06-16,03:00:00,65721.5,66147.0,65617.5,66132.5,543877.0
2026-06-16,04:00:00,66132.5,66256.5,65775.0,65817.5,521149.0
2026-06-16,05:00:00,65818.5,66126.0,65818.5,66037.5,349002.0
2026-06-16,06:00:00,66034.5,66542.5,66034.5,66413.5,640601.0
2026-06-16,07:00:00,66414.0,66504.0,66278.5,66349.0,374114.0
2026-06-16,08:00:00,66349.0,66964.0,66317.5,66871.0,776148.0
2026-06-16,09:00:00,66871.0,66885.5,66445.5,66484.5,626938.0
2026-06-16,10:00:00,66485.5,66756.5,66457.5,66482.5,524701.0
2026-06-16,11:00:00,66482.5,66626.5,66338.0,66462.0,525010.0
2026-06-16,12:00:00,66470.0,66794.5,66331.5,66397.5,877793.0
2026-06-16,13:00:00,66396.5,66440.5,65901.0,66020.5,1254465.0
2026-06-16,14:00:00,66031.0,66246.5,65333.0,65636.5,1711458.0
2026-06-16,15:00:00,65637.5,65987.0,65586.5,65848.0,1080858.0
2026-06-16,16:00:00,65849.0,65939.0,65681.5,65737.0,475910.0
2026-06-16,17:00:00,65744.0,65999.5,65683.5,65952.5,577700.0
2026-06-16,18:00:00,65953.5,66231.0,65773.0,65828.5,904243.0
2026-06-16,19:00:00,65824.5,65824.5,65535.5,65659.5,531072.0
2026-06-16,20:00:00,65614.0,65841.0,65567.5,65830.0,231992.0
2026-06-16,21:00:00,65835.0,65916.5,65615.5,65748.5,149381.0
2026-06-16,22:00:00,65748.5,65862.0,65651.5,65752.5,69160.0
2026-06-16,23:00:00,65756.5,65812.0,65596.0,65652.0,70234.0
2026-06-17,00:00:00,65652.0,65828.0,65652.0,65685.5,129141.0
2026-06-17,01:00:00,65688.5,65933.0,65448.5,65907.5,348797.0
2026-06-17,02:00:00,65908.5,66099.5,65750.0,65880.0,367140.0
2026-06-17,03:00:00,65879.0,65880.0,65678.0,65821.5,212886.0
2026-06-17,04:00:00,65826.0,66021.5,65758.0,65859.0,250085.0
2026-06-17,05:00:00,65860.0,65955.5,65708.0,65802.5,302289.0
2026-06-17,06:00:00,65805.0,65877.0,65546.0,65596.5,336213.0
2026-06-17,07:00:00,65592.0,65687.5,65216.5,65510.0,794451.0
2026-06-17,08:00:00,65511.0,65553.0,64806.0,64895.5,1147373.0
2026-06-17,09:00:00,64895.5,65052.0,64806.0,64886.5,470506.0
2026-06-17,10:00:00,64886.5,64971.5,64737.0,64777.0,516768.0
2026-06-17,11:00:00,64777.0,64841.5,64534.0,64780.5,905648.0
2026-06-17,12:00:00,64780.5,65090.0,64556.0,65012.5,959020.0
2026-06-17,13:00:00,65012.5,65340.0,64811.0,65241.0,1157237.0
2026-06-17,14:00:00,65238.0,65436.5,64734.0,65079.5,1515274.0
2026-06-17,15:00:00,65079.0,65835.0,64951.5,65720.0,1302800.0
2026-06-17,16:00:00,65719.0,66424.0,65683.0,65836.0,1452354.0
2026-06-17,17:00:00,65838.5,66167.5,65761.5,66063.0,714902.0
2026-06-17,18:00:00,66070.0,66072.5,64768.5,65488.5,2551509.0
2026-06-17,19:00:00,65488.5,65639.0,64036.5,64277.0,1739838.0
2026-06-17,20:00:00,64271.0,64467.0,64150.0,64411.5,475750.0
2026-06-17,21:00:00,64411.5,64433.5,64110.0,64236.0,162998.0
2026-06-17,22:00:00,64238.5,64418.0,63888.5,64271.0,229454.0
2026-06-17,23:00:00,64272.0,64502.0,64222.5,64484.0,143671.0
2026-06-18,00:00:00,64485.0,64682.5,64430.0,64439.5,206019.0
2026-06-18,01:00:00,64439.5,64786.5,64435.0,64526.5,253452.0
2026-06-18,02:00:00,64538.5,64756.5,64459.0,64658.0,220235.0
2026-06-18,03:00:00,64655.0,64659.0,64234.5,64260.5,408103.0
2026-06-18,04:00:00,64261.5,64310.5,63802.5,63856.0,627987.0
2026-06-18,05:00:00,63856.0,64006.5,63667.0,63968.5,561648.0
2026-06-18,06:00:00,63968.0,64103.5,63819.0,64056.5,378861.0
2026-06-18,07:00:00,64068.5,64487.0,63991.0,64477.0,623910.0
2026-06-18,08:00:00,64478.0,64632.5,64355.5,64376.5,483839.0
2026-06-18,09:00:00,64375.5,64456.5,64168.5,64178.5,563979.0
2026-06-18,10:00:00,64179.5,64204.0,63887.0,64057.0,739215.0
2026-06-18,11:00:00,64057.0,64182.5,63859.5,63946.0,530348.0
2026-06-18,12:00:00,63950.0,64386.0,63898.5,64351.5,718763.0
2026-06-18,13:00:00,64351.5,64420.0,63771.0,63959.0,1274720.0
2026-06-18,14:00:00,63959.0,64188.0,63568.5,63790.0,1666479.0
2026-06-18,15:00:00,63790.0,63802.5,62265.0,62344.5,2611590.0
2026-06-18,16:00:00,62344.0,62795.5,62320.0,62671.0,1315944.0
2026-06-18,17:00:00,62678.0,62730.5,62245.0,62586.0,1283714.0
2026-06-18,18:00:00,62589.0,62940.0,62558.5,62690.0,919855.0
2026-06-18,19:00:00,62689.0,62990.5,62614.0,62932.0,359736.0
2026-06-18,20:00:00,62940.0,63260.0,62940.0,63069.0,363882.0
2026-06-18,21:00:00,63070.0,63105.5,62841.5,62946.0,199332.0
2026-06-18,22:00:00,62942.0,62965.0,62716.5,62859.5,126906.0
2026-06-18,23:00:00,62848.5,62964.5,62728.5,62931.0,84108.0
2026-06-19,00:00:00,62931.0,63073.5,62818.5,62998.5,139398.0
2026-06-19,01:00:00,62998.5,63080.0,62820.0,63001.0,191995.0
2026-06-19,02:00:00,63001.0,63094.5,62864.0,62980.0,196311.0
2026-06-19,03:00:00,62980.5,63011.5,62356.0,62752.0,643964.0
2026-06-19,04:00:00,62752.0,62895.5,62381.5,62423.0,511484.0
2026-06-19,05:00:00,62428.5,62721.5,62423.0,62714.0,286479.0
2026-06-19,06:00:00,62714.0,62895.5,62697.0,62872.0,395452.0
2026-06-19,07:00:00,62871.0,62904.5,62471.0,62598.0,483974.0
2026-06-19,08:00:00,62598.0,62765.0,62515.5,62582.5,257980.0
2026-06-19,09:00:00,62582.5,62630.0,62280.5,62358.5,556457.0
2026-06-19,10:00:00,62358.5,62577.0,62356.0,62513.0,415345.0
2026-06-19,11:00:00,62513.0,62669.0,62425.5,62605.5,404126.0
2026-06-19,12:00:00,62610.5,62851.5,62321.0,62805.0,864527.0
2026-06-19,13:00:00,62805.0,63401.0,62636.0,63186.0,1563133.0
2026-06-19,14:00:00,63180.0,63395.5,62978.5,63180.5,1163425.0
2026-06-19,15:00:00,63180.5,63273.0,62997.0,63199.0,746205.0
2026-06-19,16:00:00,63200.0,63378.0,62903.5,62953.5,999566.0
2026-06-19,17:00:00,62950.5,63211.5,62844.0,63172.5,1087165.0
2026-06-19,18:00:00,63172.5,63182.0,62963.5,63086.0,437789.0
2026-06-19,19:00:00,63085.0,63123.5,62919.0,62991.5,208017.0
2026-06-19,20:00:00,63011.0,63255.0,62932.0,63223.0,200496.0
2026-06-19,21:00:00,63224.0,63261.5,63029.5,63052.5,156056.0
2026-06-19,22:00:00,63046.5,63352.5,63021.0,63293.5,171020.0
2026-06-19,23:00:00,63300.5,63651.5,63256.0,63519.5,266879.0
2026-06-20,00:00:00,63500.5,63756.5,63441.0,63502.5,282854.0
2026-06-20,01:00:00,63502.5,63601.0,63374.5,63557.5,261452.0
2026-06-20,02:00:00,63550.0,63550.0,63307.5,63311.5,298860.0
2026-06-20,03:00:00,63311.5,63494.0,63288.0,63452.5,306011.0
2026-06-20,04:00:00,63450.5,63595.5,63373.5,63559.5,323610.0
2026-06-20,05:00:00,63561.5,63891.5,63515.0,63652.0,736242.0
2026-06-20,06:00:00,63651.0,63736.5,63614.5,63717.0,289524.0
2026-06-20,07:00:00,63716.0,63781.0,63564.0,63631.5,430473.0
2026-06-20,08:00:00,63630.5,63638.0,63366.0,63396.5,597770.0
2026-06-20,09:00:00,63396.5,63766.0,63396.0,63706.5,636636.0
2026-06-20,10:00:00,63708.0,63754.5,63565.5,63655.5,366094.0
2026-06-20,11:00:00,63656.5,63777.0,63592.5,63657.0,352558.0
2026-06-20,12:00:00,63657.0,63762.5,63506.0,63634.5,460076.0
2026-06-20,13:00:00,63633.5,63633.5,63248.0,63374.0,858997.0
2026-06-20,14:00:00,63374.0,64099.5,63150.0,63936.0,1464202.0
2026-06-20,15:00:00,63935.0,64373.5,63816.0,64140.5,1162308.0
2026-06-20,16:00:00,64149.5,64155.5,63881.0,64005.5,649791.0
2026-06-20,17:00:00,64006.5,64021.0,63694.0,63823.0,681016.0
2026-06-20,18:00:00,63817.5,63905.5,63756.0,63782.0,264888.0
2026-06-20,19:00:00,63783.0,63947.0,63770.0,63912.0,189221.0
2026-06-20,20:00:00,63911.0,63951.5,63826.0,63900.0,103800.0
2026-06-20,21:00:00,63906.0,64075.0,63892.5,63989.5,116078.0
2026-06-20,22:00:00,63989.5,64332.0,63952.0,64251.5,220640.0
2026-06-20,23:00:00,64251.5,64324.5,64228.5,64277.0,83273.0
2026-06-21,00:00:00,64283.5,64309.0,64223.5,64270.0,118129.0
2026-06-21,01:00:00,64270.0,64303.5,64204.5,64227.0,143522.0
2026-06-21,02:00:00,64224.0,64258.0,64205.0,64226.0,104721.0
2026-06-21,03:00:00,64225.0,64456.5,64213.0,64405.5,471896.0
2026-06-21,04:00:00,64404.5,64571.5,64235.0,64259.5,509674.0
2026-06-21,05:00:00,64259.5,64347.5,64204.0,64233.5,390810.0
2026-06-21,06:00:00,64232.5,64306.5,64174.5,64275.5,342762.0
2026-06-21,07:00:00,64275.5,64276.5,64149.0,64177.0,314898.0
2026-06-21,08:00:00,64177.0,64211.5,63876.5,63994.5,720125.0
2026-06-21,09:00:00,63994.5,64231.5,63935.0,64195.0,490381.0
2026-06-21,10:00:00,64196.5,64391.5,64181.5,64344.5,506093.0
2026-06-21,11:00:00,64345.0,64461.5,64086.0,64156.5,796393.0
2026-06-21,12:00:00,64156.5,64215.5,63922.5,64168.0,622813.0
2026-06-21,13:00:00,64168.0,64168.0,63991.0,64129.0,341190.0
2026-06-21,14:00:00,64130.0,64135.0,63975.5,64126.5,316973.0
2026-06-21,15:00:00,64126.5,64337.0,64087.5,64206.0,518439.0
2026-06-21,16:00:00,64198.0,64238.5,64019.0,64128.0,403190.0
2026-06-21,17:00:00,64128.0,64204.0,64052.0,64120.5,242774.0
2026-06-21,18:00:00,64120.5,64223.5,63916.5,64186.0,499015.0
2026-06-21,19:00:00,64187.0,64281.5,64141.0,64180.5,208220.0
2026-06-21,20:00:00,64179.5,64250.5,63675.5,63830.0,512480.0
2026-06-21,21:00:00,63830.5,63950.5,63487.5,63784.0,449765.0
2026-06-21,22:00:00,63784.0,63846.5,63548.5,63781.0,202860.0
