trade_number,entry_type,exit_type,entry_datetime,exit_datetime,direction,entry_price,exit_price,size_qty,actual_quantity,size_value,lot_notional_usd,gross_pnl,net_pnl,net_pnl_inr,net_pnl_pct,favorable_excursion,favorable_excursion_pct,adverse_excursion,adverse_excursion_pct,cumulative_pnl,cumulative_pnl_inr,cumulative_pnl_pct,margin_required,taker_fees_usd,slippage_usd,slippage_applied,funding_usd,insurance_usd,tax_usd,total_charges_usd,stop_loss
1,SELL,ST_FLIP_GREEN,2025-07-04T18:00:00,2025-07-06T18:00:00,short,108235,108715,100,0.1,10823.5,100.0,-48,-58.11,-4881.24,-0.06,0,0.0,480,0.44,-58.11,-4881.24,-0.06,1082.35,0.1,10,5.0,0.01,0,0.0,10.11,108715
2,BUY,ST_FLIP_RED,2025-07-06T18:00:00,2025-07-07T22:00:00,long,108715,107995,100,0.1,10871.5,100.0,-72,-82.11,-6897.24,-0.08,0,0.0,720,0.66,-140.22,-11778.48,-0.14,1087.15,0.1,10,5.0,0.01,0,0.0,10.11,108235
3,SELL,ST_FLIP_GREEN,2025-07-07T22:00:00,2025-07-08T22:00:00,short,107995,108955,100,0.1,10799.5,100.0,-96,-106.11,-8913.24,-0.11,0,0.0,960,0.89,-246.33,-20691.72,-0.25,1079.95,0.1,10,5.0,0.01,0,0.0,10.11,108475
4,BUY,ST_FLIP_RED,2025-07-08T22:00:00,2025-07-14T20:00:00,long,108955,121195,100,0.1,10895.5,100.0,1224,1213.89,101966.76,1.21,12240,11.23,0,0.0,967.56,81275.04,0.97,1089.55,0.1,10,5.0,0.01,0,0.0,10.11,108475
5,SELL,ST_FLIP_GREEN,2025-07-14T20:00:00,2025-07-16T12:00:00,short,121195,118075,100,0.1,12119.5,100.0,312,301.89,25358.76,0.3,3120,2.57,0,0.0,1269.45,106633.8,1.27,1211.95,0.1,10,5.0,0.01,0,0.0,10.11,121675
6,BUY,ST_FLIP_RED,2025-07-16T12:00:00,2025-07-17T16:00:00,long,118075,118075,100,0.1,11807.5,100.0,0,-10.11,-849.24,-0.01,0,0.0,0,0.0,1259.34,105784.56,1.26,1180.75,0.1,10,5.0,0.01,0,0.0,10.11,117595
7,SELL,ST_FLIP_GREEN,2025-07-17T16:00:00,2025-07-17T18:00:00,short,118075,118795,100,0.1,11807.5,100.0,-72,-82.11,-6897.24,-0.08,0,0.0,720,0.61,1177.23,98887.32,1.18,1180.75,0.1,10,5.0,0.01,0,0.0,10.11,118555
8,BUY,ST_FLIP_RED,2025-07-17T18:00:00,2025-07-18T18:00:00,long,118795,118795,100,0.1,11879.5,100.0,0,-10.11,-849.24,-0.01,0,0.0,0,0.0,1167.12,98038.08,1.17,1187.95,0.1,10,5.0,0.01,0,0.0,10.11,118315
9,SELL,ST_FLIP_GREEN,2025-07-18T18:00:00,2025-07-20T18:00:00,short,118795,118315,100,0.1,11879.5,100.0,48,37.89,3182.76,0.04,480,0.4,0,0.0,1205.01,101220.84,1.21,1187.95,0.1,10,5.0,0.01,0,0.0,10.11,119275
10,BUY,ST_FLIP_RED,2025-07-20T18:00:00,2025-07-21T02:00:00,long,118315,117355,100,0.1,11831.5,100.0,-96,-106.11,-8913.24,-0.11,0,0.0,960,0.81,1098.9,92307.6,1.1,1183.15,0.1,10,5.0,0.01,0,0.0,10.11,117835
