trade_number,entry_type,exit_type,entry_datetime,exit_datetime,direction,entry_price,exit_price,size_qty,actual_quantity,size_value,lot_notional_usd,gross_pnl,net_pnl,net_pnl_inr,net_pnl_pct,favorable_excursion,favorable_excursion_pct,adverse_excursion,adverse_excursion_pct,cumulative_pnl,cumulative_pnl_inr,cumulative_pnl_pct,margin_required,taker_fees_usd,slippage_usd,slippage_applied,funding_usd,insurance_usd,tax_usd,total_charges_usd,stop_loss
1,SELL_B,ST_FLIP_GREEN,2026-06-03T02:00:00,2026-06-03T04:00:00,short,1848.85,1843.85,100,0.1,184.88,100.0,0.5,-9.61,-807.24,-0.01,5,0.27,0,0.0,-9.61,-807.24,-0.01,18.49,0.1,10,5.0,0.01,0,0.0,10.11,1858.85
2,BUY_B,ST_FLIP_RED,2026-06-03T04:00:00,2026-06-03T14:00:00,long,1843.85,1858.85,100,0.1,184.38,100.0,1.5,-8.61,-723.24,-0.01,15,0.81,0,0.0,-18.22,-1530.48,-0.02,18.44,0.1,10,5.0,0.01,0,0.0,10.11,1833.85
3,SELL_A,ST_FLIP_GREEN,2026-06-03T14:00:00,2026-06-03T20:00:00,short,1853.85,1818.85,100,0.1,185.38,100.0,3.5,-6.61,-555.24,-0.01,35,1.89,0,0.0,-24.83,-2085.72,-0.02,18.54,0.1,10,5.0,0.01,0,0.0,10.11,1863.85
4,BUY_A,ST_FLIP_RED,2026-06-03T20:00:00,2026-06-03T22:00:00,long,1818.85,1838.85,100,0.1,181.88,100.0,2.0,-8.11,-681.24,-0.01,20,1.1,0,0.0,-32.94,-2766.96,-0.03,18.19,0.1,10,5.0,0.01,0,0.0,10.11,1808.85
5,SELL_A,ST_FLIP_GREEN,2026-06-03T22:00:00,2026-06-04T02:00:00,short,1833.85,1778.85,100,0.1,183.38,100.0,5.5,-4.61,-387.24,-0.0,55,3.0,0,0.0,-37.55,-3154.2,-0.04,18.34,0.1,10,5.0,0.01,0,0.0,10.11,1843.85
6,BUY_B,ST_FLIP_RED,2026-06-04T02:00:00,2026-06-04T04:00:00,long,1778.85,1793.85,100,0.1,177.88,100.0,1.5,-8.61,-723.24,-0.01,15,0.84,0,0.0,-46.16,-3877.44,-0.05,17.79,0.1,10,5.0,0.01,0,0.0,10.11,1768.85
7,SELL_A,ST_FLIP_GREEN,2026-06-04T04:00:00,2026-06-04T12:00:00,short,1788.85,1768.85,100,0.1,178.88,100.0,2.0,-8.11,-681.24,-0.01,20,1.12,0,0.0,-54.27,-4558.68,-0.05,17.89,0.1,10,5.0,0.01,0,0.0,10.11,1798.85
8,BUY_A,ST_FLIP_RED,2026-06-04T12:00:00,2026-06-04T14:00:00,long,1768.85,1773.85,100,0.1,176.88,100.0,0.5,-9.61,-807.24,-0.01,5,0.28,0,0.0,-63.88,-5365.92,-0.06,17.69,0.1,10,5.0,0.01,0,0.0,10.11,1758.85
9,SELL_A,ST_FLIP_GREEN,2026-06-04T16:00:00,2026-06-05T20:00:00,short,1768.85,1588.85,100,0.1,176.88,100.0,18.0,7.89,662.76,0.01,180,10.18,0,0.0,-55.99,-4703.16,-0.06,17.69,0.1,10,5.0,0.01,0,0.0,10.11,1778.85
10,BUY_B,ST_FLIP_RED,2026-06-05T20:00:00,2026-06-05T22:00:00,long,1588.85,1598.85,100,0.1,158.88,100.0,1.0,-9.11,-765.24,-0.01,10,0.63,0,0.0,-65.1,-5468.4,-0.07,15.89,0.1,10,5.0,0.01,0,0.0,10.11,1578.85
11,SELL_A,ST_FLIP_GREEN,2026-06-05T22:00:00,2026-06-06T06:00:00,short,1588.85,1578.85,100,0.1,158.88,100.0,1.0,-9.11,-765.24,-0.01,10,0.63,0,0.0,-74.21,-6233.64,-0.07,15.89,0.1,10,5.0,0.01,0,0.0,10.11,1598.85
12,BUY_A,ST_FLIP_RED,2026-06-06T06:00:00,2026-06-06T10:00:00,long,1578.85,1563.85,100,0.1,157.88,100.0,-1.5,-11.61,-975.24,-0.01,0,0.0,15,0.95,-85.82,-7208.88,-0.09,15.79,0.1,10,5.0,0.01,0,0.0,10.11,1568.85
13,SELL_A,ST_FLIP_GREEN,2026-06-06T10:00:00,2026-06-06T22:00:00,short,1558.85,1568.85,100,0.1,155.88,100.0,-1.0,-11.11,-933.24,-0.01,0,0.0,10,0.64,-96.93,-8142.12,-0.1,15.59,0.1,10,5.0,0.01,0,0.0,10.11,1568.85
14,BUY_B,ST_FLIP_RED,2026-06-06T22:00:00,2026-06-07T12:00:00,long,1568.85,1613.85,100,0.1,156.88,100.0,4.5,-5.61,-471.24,-0.01,45,2.87,0,0.0,-102.54,-8613.36,-0.1,15.69,0.1,10,5.0,0.01,0,0.0,10.11,1558.85
15,SELL_A,ST_FLIP_GREEN,2026-06-07T12:00:00,2026-06-07T14:00:00,short,1613.85,1628.85,100,0.1,161.38,100.0,-1.5,-11.61,-975.24,-0.01,0,0.0,15,0.93,-114.15,-9588.6,-0.11,16.14,0.1,10,5.0,0.01,0,0.0,10.11,1623.85
16,BUY_A,ST_FLIP_RED,2026-06-07T14:00:00,2026-06-07T18:00:00,long,1633.85,1618.85,100,0.1,163.38,100.0,-1.5,-11.61,-975.24,-0.01,0,0.0,15,0.92,-125.76,-10563.84,-0.13,16.34,0.1,10,5.0,0.01,0,0.0,10.11,1623.85
17,SELL_B,ST_FLIP_GREEN,2026-06-07T18:00:00,2026-06-07T20:00:00,short,1618.85,1623.85,100,0.1,161.88,100.0,-0.5,-10.61,-891.24,-0.01,0,0.0,5,0.31,-136.37,-11455.08,-0.14,16.19,0.1,10,5.0,0.01,0,0.0,10.11,1628.85
18,BUY_A,ST_FLIP_RED,2026-06-07T20:00:00,2026-06-08T04:00:00,long,1633.85,1673.85,100,0.1,163.38,100.0,4.0,-6.11,-513.24,-0.01,40,2.45,0,0.0,-142.48,-11968.32,-0.14,16.34,0.1,10,5.0,0.01,0,0.0,10.11,1623.85
19,SELL_B,ST_FLIP_GREEN,2026-06-08T04:00:00,2026-06-08T06:00:00,short,1673.85,1663.85,100,0.1,167.38,100.0,1.0,-9.11,-765.24,-0.01,10,0.6,0,0.0,-151.59,-12733.56,-0.15,16.74,0.1,10,5.0,0.01,0,0.0,10.11,1683.85
20,BUY_A,ST_FLIP_RED,2026-06-08T06:00:00,2026-06-09T00:00:00,long,1673.85,1683.85,100,0.1,167.38,100.0,1.0,-9.11,-765.24,-0.01,10,0.6,0,0.0,-160.7,-13498.8,-0.16,16.74,0.1,10,5.0,0.01,0,0.0,10.11,1663.85
21,SELL_A,ST_FLIP_GREEN,2026-06-09T00:00:00,2026-06-09T04:00:00,short,1683.85,1678.85,100,0.1,168.38,100.0,0.5,-9.61,-807.24,-0.01,5,0.3,0,0.0,-170.31,-14306.04,-0.17,16.84,0.1,10,5.0,0.01,0,0.0,10.11,1693.85
22,BUY_A,ST_FLIP_RED,2026-06-09T04:00:00,2026-06-09T08:00:00,long,1683.85,1673.85,100,0.1,168.38,100.0,-1.0,-11.11,-933.24,-0.01,0,0.0,10,0.59,-181.42,-15239.28,-0.18,16.84,0.1,10,5.0,0.01,0,0.0,10.11,1673.85
23,SELL_A,ST_FLIP_GREEN,2026-06-09T08:00:00,2026-06-09T18:00:00,short,1673.85,1653.85,100,0.1,167.38,100.0,2.0,-8.11,-681.24,-0.01,20,1.19,0,0.0,-189.53,-15920.52,-0.19,16.74,0.1,10,5.0,0.01,0,0.0,10.11,1683.85
24,BUY_A,ST_FLIP_RED,2026-06-09T18:00:00,2026-06-09T22:00:00,long,1653.85,1643.85,100,0.1,165.38,100.0,-1.0,-11.11,-933.24,-0.01,0,0.0,10,0.6,-200.64,-16853.76,-0.2,16.54,0.1,10,5.0,0.01,0,0.0,10.11,1643.85
25,SELL_A,ST_FLIP_GREEN,2026-06-09T22:00:00,2026-06-10T06:00:00,short,1638.85,1643.85,100,0.1,163.88,100.0,-0.5,-10.61,-891.24,-0.01,0,0.0,5,0.31,-211.25,-17745.0,-0.21,16.39,0.1,10,5.0,0.01,0,0.0,10.11,1648.85
26,BUY_A,ST_FLIP_RED,2026-06-10T06:00:00,2026-06-10T08:00:00,long,1643.85,1628.85,100,0.1,164.38,100.0,-1.5,-11.61,-975.24,-0.01,0,0.0,15,0.91,-222.86,-18720.24,-0.22,16.44,0.1,10,5.0,0.01,0,0.0,10.11,1633.85
27,SELL_A,ST_FLIP_GREEN,2026-06-10T08:00:00,2026-06-10T12:00:00,short,1628.85,1633.85,100,0.1,162.88,100.0,-0.5,-10.61,-891.24,-0.01,0,0.0,5,0.31,-233.47,-19611.48,-0.23,16.29,0.1,10,5.0,0.01,0,0.0,10.11,1638.85
28,BUY_B,ST_FLIP_RED,2026-06-10T12:00:00,2026-06-10T16:00:00,long,1633.85,1638.85,100,0.1,163.38,100.0,0.5,-9.61,-807.24,-0.01,5,0.31,0,0.0,-243.08,-20418.72,-0.24,16.34,0.1,10,5.0,0.01,0,0.0,10.11,1623.85
29,SELL_A,ST_FLIP_GREEN,2026-06-10T16:00:00,2026-06-11T00:00:00,short,1633.85,1628.85,100,0.1,163.38,100.0,0.5,-9.61,-807.24,-0.01,5,0.31,0,0.0,-252.69,-21225.96,-0.25,16.34,0.1,10,5.0,0.01,0,0.0,10.11,1643.85
30,BUY_A,ST_FLIP_RED,2026-06-11T00:00:00,2026-06-11T12:00:00,long,1628.85,1648.85,100,0.1,162.88,100.0,2.0,-8.11,-681.24,-0.01,20,1.23,0,0.0,-260.8,-21907.2,-0.26,16.29,0.1,10,5.0,0.01,0,0.0,10.11,1618.85
31,BUY_B,ST_FLIP_RED,2026-06-11T16:00:00,2026-06-11T20:00:00,long,1663.85,1673.85,100,0.1,166.38,100.0,1.0,-9.11,-765.24,-0.01,10,0.6,0,0.0,-269.91,-22672.44,-0.27,16.64,0.1,10,5.0,0.01,0,0.0,10.11,1653.85
32,SELL_A,ST_FLIP_GREEN,2026-06-11T20:00:00,2026-06-12T08:00:00,short,1673.85,1678.85,100,0.1,167.38,100.0,-0.5,-10.61,-891.24,-0.01,0,0.0,5,0.3,-280.52,-23563.68,-0.28,16.74,0.1,10,5.0,0.01,0,0.0,10.11,1683.85
33,SELL_B,ST_FLIP_GREEN,2026-06-12T10:00:00,2026-06-13T00:00:00,short,1668.85,1673.85,100,0.1,166.88,100.0,-0.5,-10.61,-891.24,-0.01,0,0.0,5,0.3,-291.13,-24454.92,-0.29,16.69,0.1,10,5.0,0.01,0,0.0,10.11,1678.85
34,BUY_A,ST_FLIP_RED,2026-06-13T14:00:00,2026-06-14T10:00:00,long,1678.85,1668.85,100,0.1,167.88,100.0,-1.0,-11.11,-933.24,-0.01,0,0.0,10,0.6,-302.24,-25388.16,-0.3,16.79,0.1,10,5.0,0.01,0,0.0,10.11,1668.85
35,SELL_A,ST_FLIP_GREEN,2026-06-14T10:00:00,2026-06-14T20:00:00,short,1668.85,1678.85,100,0.1,166.88,100.0,-1.0,-11.11,-933.24,-0.01,0,0.0,10,0.6,-313.35,-26321.4,-0.31,16.69,0.1,10,5.0,0.01,0,0.0,10.11,1678.85
36,BUY_A,ST_FLIP_RED,2026-06-14T20:00:00,2026-06-15T16:00:00,long,1678.85,1828.85,100,0.1,167.88,100.0,15.0,4.89,410.76,0.0,150,8.93,0,0.0,-308.46,-25910.64,-0.31,16.79,0.1,10,5.0,0.01,0,0.0,10.11,1668.85
37,SELL_B,ST_FLIP_GREEN,2026-06-15T16:00:00,2026-06-16T08:00:00,short,1828.85,1778.85,100,0.1,182.88,100.0,5.0,-5.11,-429.24,-0.01,50,2.73,0,0.0,-313.57,-26339.88,-0.31,18.29,0.1,10,5.0,0.01,0,0.0,10.11,1838.85
38,BUY_A,ST_FLIP_RED,2026-06-16T08:00:00,2026-06-16T14:00:00,long,1778.85,1778.85,100,0.1,177.88,100.0,0.0,-10.11,-849.24,-0.01,0,0.0,0,0.0,-323.68,-27189.12,-0.32,17.79,0.1,10,5.0,0.01,0,0.0,10.11,1768.85
39,BUY_B,ST_FLIP_RED,2026-06-16T16:00:00,2026-06-17T06:00:00,long,1793.85,1783.85,100,0.1,179.38,100.0,-1.0,-11.11,-933.24,-0.01,0,0.0,10,0.56,-334.79,-28122.36,-0.33,17.94,0.1,10,5.0,0.01,0,0.0,10.11,1783.85
40,SELL_A,ST_FLIP_GREEN,2026-06-17T08:00:00,2026-06-17T16:00:00,short,1778.85,1778.85,100,0.1,177.88,100.0,0.0,-10.11,-849.24,-0.01,0,0.0,0,0.0,-344.9,-28971.6,-0.34,17.79,0.1,10,5.0,0.01,0,0.0,10.11,1788.85
41,BUY_A,ST_FLIP_RED,2026-06-17T16:00:00,2026-06-17T18:00:00,long,1778.85,1773.85,100,0.1,177.88,100.0,-0.5,-10.61,-891.24,-0.01,0,0.0,5,0.28,-355.51,-29862.84,-0.36,17.79,0.1,10,5.0,0.01,0,0.0,10.11,1768.85
42,SELL_A,ST_FLIP_GREEN,2026-06-17T18:00:00,2026-06-17T22:00:00,short,1768.85,1743.85,100,0.1,176.88,100.0,2.5,-7.61,-639.24,-0.01,25,1.41,0,0.0,-363.12,-30502.08,-0.36,17.69,0.1,10,5.0,0.01,0,0.0,10.11,1778.85
43,BUY_A,ST_FLIP_RED,2026-06-17T22:00:00,2026-06-18T02:00:00,long,1743.85,1738.85,100,0.1,174.38,100.0,-0.5,-10.61,-891.24,-0.01,0,0.0,5,0.29,-373.73,-31393.32,-0.37,17.44,0.1,10,5.0,0.01,0,0.0,10.11,1733.85
44,BUY_B,ST_FLIP_RED,2026-06-18T06:00:00,2026-06-18T10:00:00,long,1748.85,1738.85,100,0.1,174.88,100.0,-1.0,-11.11,-933.24,-0.01,0,0.0,10,0.57,-384.84,-32326.56,-0.38,17.49,0.1,10,5.0,0.01,0,0.0,10.11,1738.85
45,SELL_A,ST_FLIP_GREEN,2026-06-18T14:00:00,2026-06-18T18:00:00,short,1733.85,1693.85,100,0.1,173.38,100.0,4.0,-6.11,-513.24,-0.01,40,2.31,0,0.0,-390.95,-32839.8,-0.39,17.34,0.1,10,5.0,0.01,0,0.0,10.11,1743.85
46,BUY_A,ST_FLIP_RED,2026-06-18T18:00:00,2026-06-19T02:00:00,long,1693.85,1693.85,100,0.1,169.38,100.0,0.0,-10.11,-849.24,-0.01,0,0.0,0,0.0,-401.06,-33689.04,-0.4,16.94,0.1,10,5.0,0.01,0,0.0,10.11,1683.85
47,BUY_B,ST_FLIP_RED,2026-06-19T12:00:00,2026-06-20T16:00:00,long,1703.85,1723.85,100,0.1,170.38,100.0,2.0,-8.11,-681.24,-0.01,20,1.17,0,0.0,-409.17,-34370.28,-0.41,17.04,0.1,10,5.0,0.01,0,0.0,10.11,1693.85
