label,sig_ts,detected_at,lag_sec,exceeds_floor,gate_lockout_signature,direction,price_then,price_now,est_damage_usd
S4V2,2026-09-18T04:00:00+00:00,1789705801.006205,1801.0,True,False,long,77239.0,77251.5,1.25
S4V2,2026-09-18T04:00:00+00:00,1789705801.006205,1801.0,True,False,short,77239.0,77251.5,1.25
S4V2,2026-09-18T04:30:00+00:00,1789707600.543627,1800.5,True,False,short,77377.0,77549.0,17.2
S4V2,2026-09-18T04:30:00+00:00,1789707600.543627,1800.5,True,False,long,77515.0,77549.0,3.4
S4V2,2026-09-18T05:30:00+00:00,1789711201.122211,1801.1,True,False,long,77423.0,77465.0,4.2
S4V2,2026-09-18T05:30:00+00:00,1789711201.122211,1801.1,True,False,short,77423.0,77465.0,4.2
S4V2,2026-09-18T06:30:00+00:00,1789714801.219742,1801.2,True,False,short,77561.0,77569.5,0.85
S4V2,2026-09-18T07:00:00+00:00,1789716600.6309,1800.6,True,False,long,77699.0,77775.5,7.65
S4V2,2026-09-18T11:00:00+00:00,1789731001.010771,1801.0,True,False,long,78113.0,78016.5,9.65
S4V2,2026-09-18T11:00:00+00:00,1789731001.010771,1801.0,True,False,short,78113.0,78016.5,9.65
S4,2026-09-18T10:00:00+00:00,1789732800.862035,7200.9,True,False,long,78021.0,78039.0,1.8
S4,2026-09-18T10:00:00+00:00,1789732800.862035,7200.9,True,False,short,78021.0,78039.0,1.8
S4,2026-09-18T12:00:00+00:00,1789738178.224815,5378.2,True,False,short,78159.0,78148.0,1.1
S4V2,2026-09-18T13:00:00+00:00,1789738186.723716,1786.7,True,False,short,78113.0,78148.0,3.5
S4V2,2026-09-18T15:30:00+00:00,1789747202.046283,1802.0,True,False,short,80781.0,80697.0,8.4
S4V2,2026-09-18T16:00:00+00:00,1789749000.97484,1801.0,True,False,short,80827.0,81027.0,20.0
S4V2,2026-09-18T16:00:00+00:00,1789749000.97484,1801.0,True,False,long,81057.0,81027.0,3.0
S4V2,2026-09-18T16:30:00+00:00,1789750800.960644,1801.0,True,False,long,80919.0,80817.5,10.15
S4V2,2026-09-18T16:30:00+00:00,1789750800.960644,1801.0,True,False,short,80919.0,80817.5,10.15
S4V2,2026-09-18T17:30:00+00:00,1789754400.990172,1801.0,True,False,short,80873.0,80986.5,11.35
S4V2,2026-09-18T17:30:00+00:00,1789754400.990172,1801.0,True,False,long,80965.0,80986.5,2.15
S4V2,2026-09-18T18:30:00+00:00,1789758000.451408,1800.5,True,False,long,80873.0,80903.0,3.0
S4V2,2026-09-18T18:30:00+00:00,1789758000.451408,1800.5,True,False,short,80873.0,80903.0,3.0
S4V2,2026-09-18T19:00:00+00:00,1789759801.459682,1801.5,True,False,short,81011.0,81231.0,22.0
S4V2,2026-09-18T19:00:00+00:00,1789759801.459682,1801.5,True,False,long,81011.0,81231.0,22.0
S4V2,2026-09-18T20:00:00+00:00,1789763403.580828,1803.6,True,False,long,81103.0,80990.5,11.25
S4V2,2026-09-18T20:00:00+00:00,1789763403.580828,1803.6,True,False,short,81103.0,80990.5,11.25
S4V2,2026-09-18T20:30:00+00:00,1789765201.973945,1802.0,True,False,short,81103.0,81093.5,0.95
S4V2,2026-09-18T21:30:00+00:00,1789768802.935728,1802.9,True,False,long,81195.0,81211.0,1.6
S4V2,2026-09-18T23:00:00+00:00,1789774204.93755,1804.9,True,False,long,81057.0,80962.5,9.45
S4V2,2026-09-18T23:00:00+00:00,1789774204.93755,1804.9,True,False,short,81057.0,80962.5,9.45
S4,2026-09-18T22:00:00+00:00,1789776002.452364,7202.5,True,False,short,81057.0,80871.0,18.6
S4V3,2026-09-18T20:00:00+00:00,1789776003.734984,14403.7,True,False,long,81057.0,80871.0,18.6
S4V2,2026-09-19T00:00:00+00:00,1789777803.589719,1803.6,True,False,short,81011.0,81078.5,6.75
S4V2,2026-09-19T00:00:00+00:00,1789777803.589719,1803.6,True,False,long,81057.0,81078.5,2.15
S4V2,2026-09-19T01:00:00+00:00,1789781402.136879,1802.1,True,False,long,81471.0,81228.0,24.3
S4V2,2026-09-19T01:00:00+00:00,1789781402.136879,1802.1,True,False,short,81471.0,81228.0,24.3
S4,2026-09-19T00:00:00+00:00,1789783201.053289,7201.1,True,False,short,80965.0,81261.0,29.6
S4,2026-09-19T00:00:00+00:00,1789783201.053289,7201.1,True,False,long,81011.0,81261.0,25.0
S4V2,2026-09-19T02:00:00+00:00,1789785001.923152,1801.9,True,False,short,81333.0,81312.5,2.05
S4V2,2026-09-19T03:00:00+00:00,1789788600.690955,1800.7,True,False,short,81195.0,81108.0,8.7
S4,2026-09-19T02:00:00+00:00,1789790401.968819,7202.0,True,False,long,81149.0,81108.5,4.05
S4,2026-09-19T02:00:00+00:00,1789790401.968819,7202.0,True,False,short,81149.0,81108.5,4.05
S4V3,2026-09-19T00:00:00+00:00,1789790404.305972,14404.3,True,False,long,80965.0,81108.5,14.35
S4V2,2026-09-19T07:00:00+00:00,1789803001.152128,1801.2,True,False,short,81103.0,81085.0,1.8
S4,2026-09-19T08:00:00+00:00,1789807059.030346,2259.0,True,False,short,81195.0,81305.0,11.0
S4,2026-09-19T08:00:00+00:00,1789807059.030346,2259.0,True,False,long,81241.0,81296.5,5.55
